country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
FRATNP,2000,1,short,3,0,5229,271,144,189,672,1047,1118,1282,1825,3039,4705,6660,9408,13847,21505,32860,51734,86251,182061,149195,267788,246672,386613,.,.
FRATNP,2000,1,short,3,1,207,19,1,4,4,6,27,65,137,141,114,128,171,243,376,594,982,1770,3731,3136,5284,4956,7130,.,.
FRATNP,2000,1,short,3,2,52,46,37,28,62,71,101,151,307,855,1865,3141,4752,7062,10349,14123,18628,25354,37156,34072,45200,43708,53594,.,.
FRATNP,2000,1,short,3,3,44,15,4,4,3,5,4,5,5,8,15,18,21,29,63,103,190,322,982,744,1601,1416,2644,.,.
FRATNP,2000,1,short,3,4,122,9,5,5,4,8,13,11,27,47,83,137,215,333,645,1014,1692,2924,7423,5700,11917,10675,18906,.,.
FRATNP,2000,1,short,3,5,0,2,0,0,3,16,25,52,93,166,243,221,268,279,361,503,1020,2301,7017,5450,11107,10049,17064,.,.
FRATNP,2000,1,short,3,6,171,22,10,14,33,30,31,47,60,84,115,143,182,288,550,1092,2149,3820,6827,6358,8051,7802,9453,.,.
FRATNP,2000,1,short,3,7,116,6,4,5,15,24,34,57,149,353,578,919,1341,2169,3762,6604,11629,21540,49887,39518,76935,70192,114878,.,.
FRATNP,2000,1,short,3,8,36,2,2,3,4,12,15,17,39,74,134,179,300,522,1000,1991,3966,7299,16465,13784,23460,22276,30121,.,.
FRATNP,2000,1,short,3,9,0,1,0,0,2,4,4,10,18,42,72,110,196,330,544,992,1765,2850,6177,5164,8820,8238,12097,.,.
FRATNP,2000,1,short,3,10,30,4,0,2,3,2,4,7,6,21,38,55,95,148,284,603,1315,3262,11344,7564,21203,18423,36851,.,.
FRATNP,2000,1,short,3,11,33,4,2,3,6,10,8,12,19,31,61,125,206,396,868,1605,2609,4973,10624,8641,15795,14188,24834,.,.
FRATNP,2000,1,short,3,12,69,4,1,2,2,5,16,37,102,244,405,558,704,953,1242,1490,2053,3116,6655,5458,9778,9096,13619,.,.
FRATNP,2000,1,short,3,13,6,2,1,1,2,2,1,3,7,6,9,18,33,49,97,197,404,834,2275,1773,3585,3268,5367,.,.
FRATNP,2000,1,short,3,14,25,0,0,1,0,2,4,4,5,8,18,27,53,105,190,370,761,1746,4828,3681,7822,6863,13218,.,.
FRATNP,2000,1,short,3,15,4118,28,11,13,12,12,15,12,12,15,18,19,24,22,22,34,33,71,85,74,117,109,160,.,.
FRATNP,2000,1,short,3,16,199,105,65,103,517,838,817,791,842,945,938,859,847,919,1153,1544,2539,4068,10583,8079,17113,15414,26677,.,.
FRATNP,2001,1,short,3,0,5060,289,139,185,719,1044,1109,1267,1856,2948,4790,6658,9262,13584,20628,31855,50467,83344,185689,151063,263257,241830,382043,.,.
FRATNP,2001,1,short,3,1,92,14,5,3,8,8,15,54,134,138,118,133,165,223,317,539,979,1572,3530,2850,5053,4627,7418,.,.
FRATNP,2001,1,short,3,2,43,49,35,38,53,76,92,154,295,793,1860,3098,4748,6915,10099,14054,18621,25285,37859,34761,44799,43831,50164,.,.
FRATNP,2001,1,short,3,3,27,7,2,3,3,4,1,2,10,9,13,18,23,43,60,89,195,360,987,658,1725,1429,3365,.,.
FRATNP,2001,1,short,3,4,103,16,6,8,7,11,15,13,30,56,96,150,207,340,623,1029,1749,3014,7345,5598,11257,9922,18659,.,.
FRATNP,2001,1,short,3,5,0,0,1,0,4,18,24,52,101,150,234,268,286,297,326,512,959,2342,7615,5531,12285,11246,18047,.,.
FRATNP,2001,1,short,3,6,187,30,8,16,34,41,33,40,63,94,116,150,204,326,539,985,2146,4236,7676,7156,8841,8808,9023,.,.
FRATNP,2001,1,short,3,7,76,4,4,8,14,15,41,65,155,338,621,855,1261,2065,3496,6250,11184,20317,51588,40582,76242,68918,116846,.,.
FRATNP,2001,1,short,3,8,22,2,1,2,4,12,14,20,41,80,136,188,289,485,988,1863,3786,7006,16592,13839,22761,21391,30358,.,.
FRATNP,2001,1,short,3,9,8,0,0,1,2,6,3,15,15,33,80,119,177,287,557,921,1607,2621,6550,5434,9050,8572,11700,.,.
FRATNP,2001,1,short,3,10,41,2,1,2,0,2,3,8,13,24,39,53,73,147,240,523,1050,2411,10141,6706,17836,14942,33876,.,.
FRATNP,2001,1,short,3,11,14,7,2,3,5,8,11,14,18,34,66,110,199,399,753,1481,2685,4527,10586,8632,14964,13566,22711,.,.
FRATNP,2001,1,short,3,12,62,2,2,3,4,4,11,36,98,260,423,596,693,949,1230,1548,2069,3128,7031,5763,9872,9005,14682,.,.
FRATNP,2001,1,short,3,13,0,1,0,2,2,1,2,3,3,5,11,19,36,42,84,227,413,890,2628,1960,4125,3683,6576,.,.
FRATNP,2001,1,short,3,14,8,0,0,0,1,1,3,2,5,7,14,24,46,93,173,360,749,1660,5015,3624,8132,7143,13612,.,.
FRATNP,2001,1,short,3,15,4202,32,11,11,14,9,8,15,10,10,17,19,25,26,31,25,35,35,68,44,123,118,153,.,.
FRATNP,2001,1,short,3,16,174,121,61,87,565,829,831,775,865,916,946,857,829,946,1113,1450,2241,3939,10476,7926,16190,14628,24853,.,.
FRATNP,2002,1,short,3,0,4599,266,140,155,618,1028,1099,1230,1766,2840,4649,6727,9309,13207,20104,31191,49587,81682,190063,151726,264283,243163,379598,.,.
FRATNP,2002,1,short,3,1,97,12,5,2,6,8,21,44,123,152,129,126,160,205,328,540,964,1608,3920,3223,5270,4688,8447,.,.
FRATNP,2002,1,short,3,2,25,38,43,37,55,75,108,128,279,730,1823,3175,4709,6732,10122,13862,18313,24646,38081,34205,45584,44756,50107,.,.
FRATNP,2002,1,short,3,3,25,10,5,4,3,4,4,5,7,11,11,14,23,46,63,92,159,347,1074,705,1788,1630,2649,.,.
FRATNP,2002,1,short,3,4,75,23,6,6,8,11,12,21,32,42,85,127,217,331,619,1009,1738,2905,7589,5612,11417,10349,17251,.,.
FRATNP,2002,1,short,3,5,0,0,1,1,4,16,28,41,82,162,249,278,247,281,347,512,964,2200,7734,5817,11446,10500,16607,.,.
FRATNP,2002,1,short,3,6,182,22,13,17,25,36,33,48,57,92,123,158,199,319,476,1025,2187,4033,8332,7673,9609,9376,10880,.,.
FRATNP,2002,1,short,3,7,83,8,3,5,16,19,41,65,153,323,564,879,1299,2000,3345,5874,10805,19972,52565,40641,75649,68069,117036,.,.
FRATNP,2002,1,short,3,8,19,1,2,2,2,8,10,22,44,70,121,205,298,456,880,1931,3576,6671,16156,13199,21882,20685,28418,.,.
FRATNP,2002,1,short,3,9,3,1,1,1,2,7,4,11,15,31,68,95,193,301,477,907,1549,2675,6257,4907,8870,8226,12384,.,.
FRATNP,2002,1,short,3,10,33,3,1,0,3,3,5,7,12,23,34,64,85,115,226,503,1170,2634,11391,7436,19048,16401,33500,.,.
FRATNP,2002,1,short,3,11,33,5,2,3,6,7,11,13,21,35,57,114,202,367,698,1410,2726,4393,10765,8905,14365,12787,22978,.,.
FRATNP,2002,1,short,3,12,69,4,1,0,3,3,13,26,109,234,434,562,719,981,1124,1462,1925,3059,7014,5515,9915,9148,14102,.,.
FRATNP,2002,1,short,3,13,0,1,0,1,1,1,1,2,5,7,10,17,27,47,103,182,370,921,2534,1975,3618,3323,5225,.,.
FRATNP,2002,1,short,3,14,3,0,0,1,0,1,3,1,5,11,20,29,50,92,203,395,815,1584,5513,3745,8936,8239,12742,.,.
FRATNP,2002,1,short,3,15,3803,31,7,8,11,15,6,16,13,9,17,16,25,23,14,25,27,37,65,54,86,76,143,.,.
FRATNP,2002,1,short,3,16,149,107,52,69,474,813,798,779,809,907,905,867,856,913,1078,1463,2299,3998,11073,8114,16802,14910,27129,.,.
FRATNP,2003,1,short,3,0,4611,265,120,174,565,965,964,1210,1738,2709,4602,6748,9344,13131,19592,30604,50000,84249,198126,153796,272932,248823,403742,.,.
FRATNP,2003,1,short,3,1,104,22,4,6,7,14,12,44,105,142,131,123,156,202,339,535,990,1741,4070,3058,5777,5200,8911,.,.
FRATNP,2003,1,short,3,2,37,43,24,34,50,75,100,140,278,673,1758,3121,4732,6695,9505,13458,18540,24786,38469,34104,45834,44046,55536,.,.
FRATNP,2003,1,short,3,3,20,7,4,2,2,2,2,6,7,10,11,17,16,40,39,92,175,330,1058,657,1733,1645,2210,.,.
FRATNP,2003,1,short,3,4,107,13,7,9,9,8,9,13,28,53,105,155,235,359,588,1050,1854,3441,9123,6450,13633,11804,23555,.,.
FRATNP,2003,1,short,3,5,0,1,0,0,3,20,24,50,88,155,240,266,296,286,358,508,1027,2330,8335,6092,12120,10891,18788,.,.
FRATNP,2003,1,short,3,6,132,18,15,11,23,34,43,45,67,90,132,167,207,316,573,1052,2331,4722,9358,8363,11038,10831,12157,.,.
FRATNP,2003,1,short,3,7,118,10,2,8,14,17,30,72,133,321,544,885,1307,1942,3190,5828,10452,19825,53999,40942,76033,68315,117911,.,.
FRATNP,2003,1,short,3,8,20,4,1,3,4,13,11,22,33,75,119,196,272,475,894,1791,3541,6991,16066,13129,21022,19970,26732,.,.
