  Year          Age           Female          Male            Total
  2000           0            362246.66       380982.78       743229.43
  2000           1            354288.33       371892.85       726181.18
  2000           2            350344.21       368268.07       718612.28
  2000           3            351312.27       370227.17       721539.45
  2000           4            353345.34       371065.57       724410.91
  2000           5            346926.36       363644.49       710570.85
  2000           6            342342.27       358783.21       701125.49
  2000           7            350183.83       367483.38       717667.21
  2000           8            363896.17       382376.36       746272.53
  2000           9            368869.27       387915.24       756784.51
  2000          10            373278.10       391830.08       765108.18
  2000          11            376659.43       394824.73       771484.17
  2000          12            377280.24       395766.36       773046.60
  2000          13            380850.19       398934.43       779784.62
  2000          14            381492.82       398999.24       780492.06
  2000          15            378176.68       394205.45       772382.13
  2000          16            369479.82       384134.82       753614.64
  2000          17            379765.86       395211.03       774976.89
  2000          18            395580.75       411417.63       806998.38
  2000          19            399143.46       412163.96       811307.41
  2000          20            386948.07       395980.08       782928.15
  2000          21            369011.83       374840.45       743852.29
  2000          22            368751.81       373275.20       742027.00
  2000          23            363226.94       366104.95       729331.89
  2000          24            359071.92       359927.48       718999.41
  2000          25            383111.58       382982.13       766093.71
  2000          26            403077.25       402604.64       805681.90
  2000          27            426543.72       425887.10       852430.81
  2000          28            430509.09       429154.78       859663.88
  2000          29            429844.46       428512.37       858356.83
  2000          30            420361.06       418422.85       838783.91
  2000          31            421615.88       418189.62       839805.50
  2000          32            422267.32       418307.35       840574.67
  2000          33            428714.00       424722.74       853436.74
  2000          34            438015.48       433878.93       871894.41
  2000          35            444331.38       438460.92       882792.30
  2000          36            447180.82       439351.16       886531.98
  2000          37            439534.76       430902.70       870437.45
  2000          38            432901.34       424166.63       857067.97
  2000          39            436653.23       427428.21       864081.45
  2000          40            434906.99       424741.57       859648.56
  2000          41            435253.32       423627.63       858880.95
  2000          42            428688.22       416932.91       845621.13
  2000          43            429033.67       417424.97       846458.64
  2000          44            427170.40       414427.00       841597.41
  2000          45            427767.86       415718.65       843486.52
  2000          46            423509.28       413531.92       837041.20
  2000          47            423733.61       414626.92       838360.53
  2000          48            422975.26       415163.55       838138.81
  2000          49            425381.68       419881.69       845263.37
  2000          50            432677.40       428466.39       861143.79
  2000          51            430302.88       427921.17       858224.05
  2000          52            423695.50       422751.90       846447.40
  2000          53            414366.19       412224.23       826590.43
  2000          54            355323.12       352800.21       708123.33
  2000          55            303219.53       299945.03       603164.57
  2000          56            301376.40       297115.04       598491.44
  2000          57            285942.22       281920.00       567862.22
  2000          58            267329.90       262516.55       529846.46
  2000          59            243343.36       236224.19       479567.55
  2000          60            279295.43       265872.18       545167.61
  2000          61            279433.07       261473.06       540906.13
  2000          62            280259.77       259175.59       539435.36
  2000          63            282023.60       257430.04       539453.64
  2000          64            283679.08       254096.28       537775.36
  2000          65            289452.99       254631.35       544084.34
  2000          66            290565.87       251572.33       542138.20
  2000          67            293156.89       249209.60       542366.48
  2000          68            298612.08       248678.93       547291.01
  2000          69            299849.03       244203.52       544052.54
  2000          70            290137.65       231969.50       522107.15
  2000          71            283354.51       221806.47       505160.98
  2000          72            280045.30       213733.02       493778.32
  2000          73            274538.82       204279.47       478818.29
  2000          74            270123.36       195147.34       465270.70
  2000          75            265651.53       185737.53       451389.06
  2000          76            256119.96       174273.34       430393.29
  2000          77            250091.78       165999.25       416091.03
  2000          78            249781.37       161308.92       411090.29
  2000          79            245297.14       154387.58       399684.73
  2000          80            200333.24       120193.14       320526.38
  2000          81            119697.51        68179.66       187877.17
  2000          82            108566.26        58834.89       167401.15
  2000          83             92411.12        47696.99       140108.11
  2000          84             84200.96        41486.91       125687.87
  2000          85            129478.54        60165.72       189644.26
  2000          86            134416.91        59496.46       193913.37
  2000          87            121649.08        51317.34       172966.42
  2000          88            103140.43        40519.05       143659.48
  2000          89             89412.72        32649.51       122062.22
  2000          90             76869.97        26182.10       103052.08
  2000          91             63886.90        20150.71        84037.61
  2000          92             50645.21        14859.09        65504.30
  2000          93             39684.66        10721.53        50406.19
  2000          94             30367.73         7592.44        37960.17
  2000          95             22496.03         5265.99        27762.02
  2000          96             16281.15         3445.69        19726.84
  2000          97             11696.59         2227.03        13923.62
  2000          98              7962.07         1397.64         9359.71
  2000          99              5125.86          822.53         5948.39
  2000         100              3121.70          481.04         3602.74
  2000         101              1890.12          243.12         2133.24
  2000         102              1135.70          122.13         1257.83
  2000         103               634.86           68.62          703.47
  2000         104               345.19           30.03          375.22
  2000         105               190.08           12.41          202.49
  2000         106                99.27            7.66          106.94
  2000         107                43.84            3.39           47.23
  2000         108                17.46            1.33           18.78
  2000         109                 6.54            1.00            7.54
  2000         110+                7.42            1.53            8.95
  2001           0            369153.92       386958.66       756112.57
  2001           1            363220.53       381893.97       745114.49
  2001           2            356102.76       373838.83       729941.59
  2001           3            352487.02       370767.68       723254.70
  2001           4            353545.90       372787.92       726333.82
  2001           5            355292.20       373141.79       728433.99
  2001           6            348726.54       365531.12       714257.66
  2001           7            344149.12       360694.11       704843.23
  2001           8            352098.34       369594.02       721692.36
  2001           9            365740.96       384303.04       750044.00
  2001          10            370825.87       390221.36       761047.22
  2001          11            375635.71       394643.78       770279.48
  2001          12            379489.63       398190.61       777680.24
  2001          13            380053.12       399076.93       779130.05
  2001          14            383955.58       401870.65       785826.23
  2001          15            384719.53       401433.57       786153.10
  2001          16            380999.20       395818.00       776817.20
  2001          17            371504.10       385442.83       756946.92
  2001          18            381549.18       395003.04       776552.22
  2001          19            396358.46       409124.30       805482.77
  2001          20            399517.48       408170.27       807687.75
  2001          21            387317.64       392022.06       779339.70
  2001          22            369126.53       371680.62       740807.15
  2001          23            369302.93       371240.40       740543.33
  2001          24            364122.68       364930.17       729052.85
  2001          25            360088.11       359279.96       719368.07
  2001          26            384238.85       382742.38       766981.23
  2001          27            404512.98       402809.79       807322.77
  2001          28            428701.95       426682.74       855384.69
  2001          29            432660.62       430653.68       863314.31
  2001          30            432107.96       430447.79       862555.75
  2001          31            422661.13       420733.09       843394.22
  2001          32            423658.52       420328.45       843986.98
  2001          33            424175.06       420267.20       844442.26
  2001          34            430455.61       426357.91       856813.51
  2001          35            439645.46       434855.38       874500.84
  2001          36            445626.55       439033.34       884659.89
  2001          37            448386.90       439777.02       888163.92
  2001          38            440789.81       431358.02       872147.83
  2001          39            433832.05       424662.18       858494.23
  2001          40            437535.98       427751.54       865287.51
  2001          41            435672.18       424646.75       860318.93
  2001          42            435869.42       423248.51       859117.94
  2001          43            429076.05       416356.49       845432.53
  2001          44            429345.97       416616.69       845962.66
  2001          45            427468.45       413454.74       840923.19
  2001          46            427842.63       414600.01       842442.64
  2001          47            423627.14       412217.97       835845.11
  2001          48            424152.86       413352.98       837505.84
  2001          49            423204.48       413915.15       837119.63
  2001          50            425439.04       418515.67       843954.71
  2001          51            432802.30       426908.12       859710.43
  2001          52            430482.05       426321.20       856803.25
  2001          53            424047.02       421125.42       845172.45
  2001          54            414801.97       410544.53       825346.50
  2001          55            355503.38       350959.78       706463.16
  2001          56            303221.80       298123.15       601344.95
  2001          57            301216.60       294941.43       596158.03
  2001          58            285913.84       280102.55       566016.38
  2001          59            267260.71       260462.33       527723.04
  2001          60            243117.20       233919.63       477036.83
  2001          61            279035.55       263141.70       542177.25
  2001          62            279006.82       258467.57       537474.39
  2001          63            279637.50       255901.21       535538.71
  2001          64            281354.85       253820.52       535175.37
  2001          65            283032.89       250314.51       533347.40
  2001          66            288490.24       250283.86       538774.10
  2001          67            289271.20       247010.17       536281.37
  2001          68            291860.02       244484.95       536344.97
  2001          69            296939.07       243213.31       540152.38
  2001          70            297682.26       238396.33       536078.60
  2001          71            287658.49       226008.81       513667.30
  2001          72            280468.77       215390.76       495859.53
  2001          73            276969.94       206979.11       483949.05
  2001          74            270916.33       197202.16       468118.48
  2001          75            265906.11       187706.37       453612.47
  2001          76            260814.92       177919.83       438734.75
  2001          77            250726.55       166137.48       416864.03
  2001          78            244154.42       157506.66       401661.08
  2001          79            242718.89       152166.26       394885.15
  2001          80            236445.51       142003.26       378448.77
  2001          81            192229.30       111556.63       303785.94
  2001          82            114196.47        62608.39       176804.86
  2001          83            102888.48        53485.30       156373.78
  2001          84             86820.84        42960.98       129781.81
  2001          85             78300.23        36956.97       115257.20
  2001          86            119244.07        52871.32       172115.39
  2001          87            122368.64        51630.65       173999.29
  2001          88            109306.08        43804.64       153110.72
  2001          89             91271.10        33922.70       125193.81
  2001          90             77906.53        26803.53       104710.06
  2001          91             65712.12        20958.36        86670.47
  2001          92             53397.92        15797.88        69195.79
  2001          93             41358.34        11418.00        52776.34
  2001          94             31732.93         7957.18        39690.12
  2001          95             23691.66         5486.23        29177.89
  2001          96             17039.72         3692.32        20732.04
  2001          97             12076.48         2348.81        14425.29
  2001          98              8454.10         1462.18         9916.28
  2001          99              5569.84          903.51         6473.35
  2001         100              3483.73          509.13         3992.86
  2001         101              2032.82          290.73         2323.55
  2001         102              1191.86          139.61         1331.47
  2001         103               704.68           64.81          769.49
  2001         104               380.99           35.24          416.24
  2001         105               197.34           16.62          213.96
  2001         106               103.63            6.04          109.67
  2001         107                50.80            4.17           54.97
  2001         108                22.58            1.34           23.93
  2001         109                 7.78            0.84            8.62
  2001         110+                5.52            1.32            6.84
  2002           0            364415.87       381404.97       745820.84
  2002           1            370080.41       387897.75       757978.16
  2002           2            365232.36       384113.24       749345.61
  2002           3            358373.42       376305.81       734679.23
  2002           4            354714.55       373312.83       728027.37
  2002           5            355472.00       374923.95       730395.95
  2002           6            357255.29       375161.03       732416.32
  2002           7            350588.48       367361.68       717950.16
  2002           8            345994.63       362639.90       708634.53
  2002           9            354000.25       371593.67       725593.92
  2002          10            367650.24       386310.83       753961.08
  2002          11            372823.30       392440.08       765263.38
  2002          12            378024.17       397359.68       775383.85
  2002          13            382238.86       401299.17       783538.03
  2002          14            383261.02       402076.58       785337.60
  2002          15            387236.39       404512.56       791748.95
  2002          16            388246.26       403861.20       792107.45
  2002          17            383720.74       398323.98       782044.72
  2002          18            373607.76       386174.26       759782.02
  2002          19            382827.95       393796.64       776624.58
  2002          20            396979.44       405906.59       802886.03
  2002          21            400292.14       404800.97       805093.11
  2002          22            387975.45       389170.35       777145.80
  2002          23            369809.19       369797.44       739606.63
  2002          24            370287.83       370361.89       740649.72
  2002          25            365284.75       364635.56       729920.31
  2002          26            361579.17       359669.82       721248.99
  2002          27            385882.92       383428.30       769311.22
  2002          28            406703.11       403863.28       810566.39
  2002          29            431412.40       428586.37       859998.77
  2002          30            435141.47       432664.29       867805.76
  2002          31            434537.38       432794.81       867332.19
  2002          32            424891.17       422950.05       847841.22
  2002          33            425477.02       422185.08       847662.11
  2002          34            426037.90       421997.01       848034.91
  2002          35            432211.53       427566.14       859777.67
  2002          36            441249.20       435706.11       876955.31
  2002          37            446879.68       439485.62       886365.30
  2002          38            449603.27       440159.30       889762.56
  2002          39            441980.96       431903.32       873884.28
  2002          40            434734.18       424895.10       859629.27
  2002          41            438292.12       427882.36       866174.48
  2002          42            436350.44       424541.27       860891.71
  2002          43            436328.50       422620.99       858949.49
  2002          44            429419.11       415679.49       845098.59
  2002          45            429446.44       415666.61       845113.05
  2002          46            427683.35       412371.09       840054.44
  2002          47            427866.85       413269.88       841136.73
  2002          48            423707.97       410771.53       834479.50
  2002          49            424517.23       412009.04       836526.27
  2002          50            423351.46       412536.31       835887.78
  2002          51            425372.55       416908.49       842281.04
  2002          52            432906.53       425253.98       858160.51
  2002          53            430649.80       424444.22       855094.02
  2002          54            424371.84       419332.72       843704.56
  2002          55            415029.01       408446.52       823475.53
  2002          56            355640.57       349000.80       704641.37
  2002          57            303093.03       295962.21       599055.24
  2002          58            300973.90       292771.89       593745.80
  2002          59            285816.78       278009.24       563826.02
  2002          60            267061.44       258047.83       525109.27
  2002          61            242828.53       231474.77       474303.30
  2002          62            278628.16       260171.02       538799.18
  2002          63            278442.29       255279.95       533722.24
  2002          64            278887.40       252338.22       531225.62
  2002          65            280481.01       250067.68       530548.69
  2002          66            282185.87       246205.08       528390.95
  2002          67            287231.04       245742.14       532973.18
  2002          68            287797.79       242176.26       529974.05
  2002          69            290316.92       239308.67       529625.59
  2002          70            294922.47       237564.09       532486.56
  2002          71            295234.14       232275.39       527509.54
  2002          72            284873.39       219638.95       504512.33
  2002          73            277294.45       208713.37       486007.82
  2002          74            273442.49       199921.09       473363.58
  2002          75            266810.04       189832.73       456642.77
  2002          76            261199.31       179930.61       441129.92
  2002          77            255306.43       169698.72       425005.16
  2002          78            244655.37       157629.49       402284.86
  2002          79            237506.91       148738.87       386245.78
  2002          80            233580.04       139997.09       373577.13
  2002          81            226925.47       131900.19       358825.66
  2002          82            183344.18       102749.86       286094.04
  2002          83            108101.99        57046.30       165148.29
  2002          84             96641.86        48193.15       144835.01
  2002          85             80797.07        38318.96       119116.03
  2002          86             72181.00        32548.62       104729.62
  2002          87            108539.96        45746.56       154286.51
  2002          88            110040.14        44061.51       154101.65
  2002          89             96716.72        36739.51       133456.23
  2002          90             79453.44        27850.02       107303.47
  2002          91             66472.86        21484.92        87957.78
  2002          92             54869.16        16357.65        71226.81
  2002          93             43559.79        12058.23        55618.02
  2002          94             32980.81         8499.78        41480.59
  2002          95             24757.02         5801.16        30558.18
  2002          96             17971.25         3845.09        21816.34
  2002          97             12534.12         2498.67        15032.78
  2002          98              8646.23         1538.45        10184.68
  2002          99              5860.58          951.19         6811.77
  2002         100              3770.70          539.56         4310.26
  2002         101              2260.04          309.22         2569.26
  2002         102              1267.89          175.30         1443.19
  2002         103               716.95           72.44          789.40
  2002         104               410.68           34.96          445.63
  2002         105               218.63           18.91          237.55
  2002         106               108.25            8.73          116.97
  2002         107                51.03            2.43           53.47
  2002         108                23.98            1.68           25.66
  2002         109                10.12            0.66           10.78
  2002         110+                5.73            1.51            7.25
  2003           0            363315.71       380170.00       743485.71
  2003           1            365068.84       381915.05       746983.88
  2003           2            372082.92       390165.75       762248.68
  2003           3            367759.70       386962.67       754722.38
  2003           4            360761.76       378944.50       739706.26
  2003           5            356630.56       375453.07       732083.63
  2003           6            357437.24       377032.31       734469.56
  2003           7            359252.08       377122.74       736374.83
  2003           8            352461.94       369258.36       721720.30
  2003           9            347824.52       364513.97       712338.49
  2003          10            355982.93       373639.88       729622.81
  2003          11            369634.08       388269.33       757903.40
  2003          12            374889.71       394595.90       769485.62
  2003          13            380394.40       399860.07       780254.48
  2003          14            385407.87       404145.41       789553.28
  2003          15            386569.75       404691.26       791261.01
  2003          16            390547.64       406904.18       797451.82
  2003          17            391363.49       406781.59       798145.09
  2003          18            386472.24       400067.24       786539.48
  2003          19            375373.08       386095.48       761468.57
  2003          20            384086.56       391632.39       775718.95
  2003          21            397922.47       403148.40       801070.87
  2003          22            401242.12       402383.16       803625.29
  2003          23            389024.40       387476.21       776500.61
  2003          24            370792.07       368861.26       739653.33
  2003          25            371434.36       370212.49       741646.85
  2003          26            366772.37       365295.22       732067.60
  2003          27            363517.43       360754.02       724271.46
  2003          28            388179.69       384903.22       773082.91
  2003          29            409334.74       405972.61       815307.35
  2003          30            434384.95       431001.11       865386.06
  2003          31            437699.79       434985.96       872685.75
  2003          32            436830.76       435038.88       871869.64
  2003          33            426847.32       424795.09       851642.41
  2003          34            427233.09       423722.82       850955.92
  2003          35            427889.98       423303.34       851193.31
  2003          36            433961.95       428614.26       862576.21
  2003          37            442848.43       436328.39       879176.81
  2003          38            448182.12       439952.27       888134.39
  2003          39            450746.19       440613.03       891359.22
  2003          40            443186.35       432109.58       875295.94
  2003          41            435523.83       424976.15       860499.97
  2003          42            438982.45       428080.73       867063.18
  2003          43            436844.33       424168.50       861012.83
  2003          44            436759.75       421887.01       858646.76
  2003          45            429593.02       414893.50       844486.52
  2003          46            429504.57       414609.35       844113.92
  2003          47            427822.60       411122.36       838944.96
  2003          48            427849.79       411835.15       839684.94
  2003          49            423677.24       409244.87       832922.10
  2003          50            424819.57       410547.94       835367.51
  2003          51            423316.62       410868.53       834185.15
  2003          52            425243.97       415216.49       840460.46
  2003          53            432965.66       423309.30       856274.96
  2003          54            430753.18       422474.19       853227.37
  2003          55            424490.94       417201.34       841692.27
  2003          56            415158.02       406143.59       821301.60
  2003          57            355627.80       346641.61       702269.41
  2003          58            302901.21       293804.07       596705.28
  2003          59            300665.61       290304.04       590969.65
  2003          60            285587.57       275560.64       561148.20
  2003          61            266750.86       255549.26       522300.12
  2003          62            242412.32       228829.71       471242.02
  2003          63            278056.35       256991.49       535047.85
  2003          64            277724.20       251754.88       529479.07
  2003          65            277938.12       248625.10       526563.22
  2003          66            279419.14       246061.25       525480.39
  2003          67            281034.34       241965.80       523000.14
  2003          68            285853.61       240951.89       526805.50
  2003          69            286079.16       236901.24       522980.40
  2003          70            288426.88       233883.25       522310.14
  2003          71            292607.12       231573.22       524180.35
  2003          72            292392.83       225856.34       518249.16
  2003          73            281724.75       213046.67       494771.42
  2003          74            273741.01       201693.66       475434.67
  2003          75            269473.99       192555.28       462029.27
  2003          76            262210.61       181964.76       444175.37
  2003          77            255909.50       171750.57       427660.06
  2003          78            249126.11       161141.03       410267.14
  2003          79            237891.24       148899.86       386791.11
  2003          80            228616.08       137461.78       366077.86
  2003          81            224320.53       130170.13       354490.66
  2003          82            216438.00       121598.00       338035.99
  2003          83            173524.61        93818.90       267343.51
  2003          84            101476.56        51465.23       152941.79
  2003          85             89918.10        42950.05       132868.16
  2003          86             74482.90        33784.86       108267.76
  2003          87             65638.81        28249.05        93887.85
  2003          88             97511.13        39000.14       136511.27
  2003          89             97255.01        36948.35       134203.36
  2003          90             83917.56        30097.41       114014.97
  2003          91             67604.68        22310.16        89914.84
  2003          92             55388.79        16809.83        72198.63
  2003          93             44688.32        12442.33        57130.65
  2003          94             34646.94         8954.50        43601.44
  2003          95             25650.93         6168.43        31819.35
  2003          96             18687.76         4069.38        22757.14
  2003          97             13144.58         2592.89        15737.47
  2003          98              8933.01         1615.81        10548.82
  2003          99              5973.95          993.73         6967.67
  2003         100              3893.97          580.03         4474.00
  2003         101              2442.32          324.96         2767.27
  2003         102              1409.34          182.31         1591.65
  2003         103               742.33           99.80          842.13
  2003         104               401.42           40.89          442.32
  2003         105               231.34           19.62          250.96
  2003         106               119.82           10.44          130.26
  2003         107                52.44            3.19           55.63
  2003         108                24.83            1.12           25.95
  2003         109                 8.72            0.17            8.89
  2003         110+                7.15            0.99            8.13
  2004           0            361427.12       378512.07       739939.19
  2004           1            363522.89       380153.04       743675.93
  2004           2            366823.80       383756.87       750580.67
  2004           3            374649.09       393128.75       767777.84
  2004           4            370485.89       390106.91       760592.79
  2004           5            362920.15       381330.66       744250.81
  2004           6            358670.55       377681.12       736351.67
  2004           7            359488.72       379149.93       738638.64
  2004           8            361296.60       379204.26       740500.86
  2004           9            354406.08       371196.49       725602.57
  2004          10            349803.13       366499.50       716302.63
  2004          11            358094.52       375718.97       733813.50
  2004          12            371781.80       390280.79       762062.59
  2004          13            377034.79       396677.74       773712.53
  2004          14            383423.21       402325.84       785749.04
  2004          15            388701.92       406629.40       795331.32
  2004          16            389945.02       407190.46       797135.48
  2004          17            393708.45       409835.60       803544.04
  2004          18            394866.35       409189.43       804055.78
  2004          19            389058.28       401042.67       790100.95
  2004          20            376835.57       384529.98       761365.55
  2004          21            385397.42       389528.92       774926.34
  2004          22            398998.58       401104.61       800103.20
  2004          23            402581.77       400976.00       803557.76
  2004          24            390281.20       386629.55       776910.75
  2004          25            371942.91       368604.94       740547.85
  2004          26            372868.74       370893.61       743762.35
  2004          27            368782.74       366479.50       735262.24
  2004          28            365857.67       362593.07       728450.74
  2004          29            390973.56       387322.26       778295.82
  2004          30            412276.35       408386.26       820662.61
  2004          31            437423.75       433544.60       870968.35
  2004          32            440051.01       437115.18       877166.20
  2004          33            438920.19       436788.22       875708.41
  2004          34            428697.15       426179.93       854877.08
  2004          35            428976.90       424706.16       853683.06
  2004          36            429695.02       424326.19       854021.22
  2004          37            435694.76       429297.79       864992.55
  2004          38            444379.79       436914.29       881294.08
  2004          39            449431.07       440294.90       889725.96
  2004          40            451920.37       440633.74       892554.11
  2004          41            444230.19       432113.74       876343.93
  2004          42            436227.90       425027.20       861255.11
  2004          43            439500.35       427949.02       867449.37
  2004          44            437318.71       423643.03       860961.74
  2004          45            437043.37       421041.45       858084.82
  2004          46            429698.41       413940.04       843638.45
  2004          47            429503.16       413400.10       842903.26
  2004          48            427864.44       409783.16       837647.60
  2004          49            427737.39       410331.84       838069.22
  2004          50            423621.68       407614.67       831236.35
  2004          51            424906.64       408856.33       833762.97
  2004          52            423281.22       409238.90       832520.13
  2004          53            425138.31       413329.21       838467.52
  2004          54            432943.95       421367.32       854311.27
  2004          55            430708.17       420257.48       850965.65
  2004          56            424596.36       414984.31       839580.67
  2004          57            415201.66       403578.63       818780.29
  2004          58            355589.07       344345.51       699934.57
  2004          59            302598.34       291456.49       594054.83
  2004          60            300179.74       287602.08       587781.83
  2004          61            285221.05       273101.96       558323.01
  2004          62            266296.15       252832.73       519128.87
  2004          63            241846.27       225989.83       467836.10
  2004          64            277363.38       253561.98       530925.35
  2004          65            276811.94       248142.73       524954.68
  2004          66            276867.19       244711.98       521579.17
  2004          67            278199.41       241943.06       520142.47
  2004          68            279864.87       237643.68       517508.55
  2004          69            284271.02       235880.25       520151.27
  2004          70            284127.17       231579.03       515706.20
  2004          71            286341.93       228261.64       514603.57
  2004          72            289969.20       225484.01       515453.22
  2004          73            289283.26       219288.72       508571.98
  2004          74            278336.55       206114.23       484450.77
  2004          75            269871.69       194508.95       464380.63
  2004          76            265120.78       184839.16       449959.93
  2004          77            257297.89       173804.12       431102.01
  2004          78            250297.49       163468.89       413766.38
  2004          79            242505.55       152412.00       394917.55
  2004          80            228277.80       137469.25       365747.05
  2004          81            219925.55       128135.92       348061.47
  2004          82            214479.72       120356.20       334835.92
  2004          83            205446.44       111313.73       316760.17
  2004          84            163557.17        85066.04       248623.22
  2004          85             94683.10        46068.97       140752.07
  2004          86             83174.27        37965.02       121139.29
  2004          87             67942.00        29473.45        97415.45
  2004          88             59162.76        24191.34        83354.10
  2004          89             86520.45        32728.68       119249.13
  2004          90             84997.50        30450.97       115448.47
  2004          91             71969.24        24265.44        96234.68
  2004          92             56896.74        17599.03        74495.78
  2004          93             45400.01        12942.73        58342.74
  2004          94             35802.27         9364.64        45166.91
  2004          95             27108.78         6522.02        33630.81
  2004          96             19556.96         4361.31        23918.28
  2004          97             13779.13         2793.84        16572.97
  2004          98              9448.25         1683.72        11131.96
  2004          99              6234.57         1029.36         7263.93
  2004         100              4000.34          609.81         4610.15
  2004         101              2554.11          350.02         2904.13
  2004         102              1541.04          187.93         1728.98
  2004         103               863.68          107.06          970.75
  2004         104               449.26           50.55          499.80
  2004         105               232.18           21.03          253.21
  2004         106               124.81           10.00          134.80
  2004         107                57.35            4.79           62.14
  2004         108                27.03            0.83           27.86
  2004         109                10.64            0.12           10.76
  2004         110+                7.17            0.00            7.17
  2005           0            367527.11       384678.23       752205.34
  2005           1            361492.55       378319.21       739811.76
  2005           2            364858.43       381463.37       746321.81
  2005           3            369136.22       386310.64       755446.85
  2005           4            377401.79       396363.08       773764.87
  2005           5            372994.08       393074.14       766068.21
  2005           6            365204.55       383869.33       749073.88
  2005           7            360763.00       379852.35       740615.35
  2005           8            361558.20       381333.87       742892.07
  2005           9            363408.74       381302.76       744711.51
  2005          10            356461.28       373200.09       729661.37
  2005          11            351868.75       368513.07       720381.82
  2005          12            360332.92       377831.11       738164.03
  2005          13            373958.00       392224.20       766182.20
  2005          14            379619.16       398788.00       778407.16
  2005          15            386591.58       404451.49       791043.07
  2005          16            392256.26       409251.43       801507.69
  2005          17            393402.99       410162.60       803565.59
  2005          18            397365.61       412411.21       809776.83
  2005          19            397875.54       410379.22       808254.75
  2005          20            390887.47       400084.98       790972.45
  2005          21            378245.31       382978.23       761223.54
  2005          22            386763.59       388100.40       774863.99
  2005          23            400418.29       400090.70       800508.99
  2005          24            403999.99       400363.17       804363.16
  2005          25            391682.54       386438.69       778121.23
  2005          26            373311.28       369092.79       742404.07
  2005          27            374767.11       371986.40       746753.51
  2005          28            371297.96       368066.38       739364.34
  2005          29            368733.26       365145.04       733878.31
  2005          30            393915.18       389782.03       783697.21
  2005          31            415073.80       410700.29       825774.09
  2005          32            439976.00       435581.40       875557.40
  2005          33            442145.41       438563.15       880708.56
  2005          34            440689.48       437895.27       878584.75
  2005          35            430410.52       426938.75       857349.28
  2005          36            430479.84       425269.60       855749.44
  2005          37            431326.49       424856.06       856182.55
  2005          38            437193.83       429884.56       867078.39
  2005          39            445763.54       437264.02       883027.56
  2005          40            450542.64       440241.00       890783.64
  2005          41            452791.63       440400.26       893191.88
  2005          42            445122.64       432072.82       877195.46
  2005          43            436708.26       424785.03       861493.29
  2005          44            439915.55       427659.39       867574.95
  2005          45            437589.29       422980.94       860570.23
  2005          46            437162.57       420050.73       857213.29
  2005          47            429712.37       412818.75       842531.12
  2005          48            429351.39       412029.03       841380.42
  2005          49            427854.07       408339.82       836193.88
  2005          50            427558.24       408651.30       836209.54
  2005          51            423340.97       405781.97       829122.94
  2005          52            424988.95       407238.55       832227.50
  2005          53            423286.18       407461.47       830747.64
  2005          54            424945.92       411419.53       836365.44
  2005          55            432781.80       419186.16       851967.96
  2005          56            430632.63       417995.26       848627.89
  2005          57            424504.81       412485.95       836990.76
  2005          58            415141.93       400926.95       816068.89
  2005          59            355371.13       341821.24       697192.38
  2005          60            302093.64       288887.88       590981.52
  2005          61            299560.05       284856.49       584416.54
  2005          62            284701.52       270441.85       555143.38
  2005          63            265717.92       249988.81       515706.73
  2005          64            241207.26       223000.57       464207.82
  2005          65            276499.69       250049.90       526549.59
  2005          66            275790.71       244364.61       520155.33
  2005          67            275598.88       240678.65       516277.54
  2005          68            276847.73       237739.14       514586.87
  2005          69            278489.19       232955.73       511444.93
  2005          70            282527.28       230766.62       513293.90
  2005          71            281944.09       226062.84       508006.92
  2005          72            284053.93       222510.17       506564.10
  2005          73            287190.64       219197.35       506387.99
  2005          74            286032.09       212349.17       498381.26
  2005          75            274699.73       199068.51       473768.24
  2005          76            265748.79       187235.58       452984.37
  2005          77            260493.89       176935.90       437429.79
  2005          78            252059.67       165666.21       417725.88
  2005          79            244242.58       154963.48       399206.06
  2005          80            232334.52       140902.38       373236.90
  2005          81            220029.09       128423.63       348452.72
  2005          82            210908.64       118801.04       329709.68
  2005          83            204360.88       110613.73       314974.61
  2005          84            194186.70       101226.55       295413.25
  2005          85            153188.90        76500.95       229689.85
  2005          86             87816.79        40880.74       128697.53
  2005          87             76276.21        33216.75       109492.95
  2005          88             61646.61        25416.01        87062.61
  2005          89             52956.15        20482.59        73438.74
  2005          90             76192.94        27228.10       103421.03
  2005          91             73560.78        24788.44        98349.23
  2005          92             61213.27        19363.97        80577.24
  2005          93             47279.36        13692.73        60972.09
  2005          94             36827.55         9784.32        46611.88
  2005          95             28332.18         6859.78        35191.96
  2005          96             20850.22         4649.73        25499.95
  2005          97             14624.52         3031.31        17655.82
  2005          98             10014.87         1842.57        11857.44
  2005          99              6694.08         1093.59         7787.68
  2005         100              4326.85          659.24         4986.10
  2005         101              2670.98          376.41         3047.40
  2005         102              1654.19          202.18         1856.37
  2005         103               961.41          107.56         1068.97
  2005         104               523.35           56.91          580.25
  2005         105               259.75           26.84          286.59
  2005         106               132.85           11.32          144.17
