country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2003,3,short,3,11,21384.57,11.79,11.27,3.22,5.41,14.11,22.21,17.16,43.17,63,97.03,183.33,367.95,484.82,657.03,1185.16,2243.48,3594.3,4198.32,8181.81,3258.75,4923.06,3404.38,1518.67,.,.
FRATNP,2003,3,short,3,12,26331.4,10.72,17.2,7.46,6.61,10.86,12.18,37.76,93.15,293.12,668.4,1206.1,1778.57,1780.78,1638.35,2120.17,2578.11,3179.03,3584.76,7308.07,2855.08,4452.98,3079.68,1373.31,.,.
FRATNP,2003,3,short,3,13,6595.34,1.07,3.4,3.17,5.51,1.09,11.08,9.17,16.92,22.12,26.35,34.62,55.56,91.92,132.66,235.28,420.81,878.64,1310.8,3335.16,1159.69,2175.47,1452.77,722.7,.,.
FRATNP,2003,3,short,3,14,9110.99,5.36,2.24,2.09,0,5.42,7.82,12.6,33.65,35.78,45.89,62.86,86.75,126,197.95,368.15,680.58,1246.43,1891.98,4299.46,1633.48,2665.97,1907.37,758.6,.,.
FRATNP,2003,3,short,3,15,3502.03,2521.29,74.19,33.99,26.12,52.06,44.18,58.45,60.09,55.21,47.06,64.92,83.37,87.65,57.91,44.97,56.48,43.07,43.52,47.51,21.49,26.02,16.59,9.43,.,.
FRATNP,2003,3,short,3,16,45278.31,103.98,259.41,134.89,224.16,1093.42,1784.59,1569.36,1955.64,2262.42,2426.54,2564.55,2558.74,2009.65,1629.92,1986.23,2658.77,3766.1,4826.92,11463.01,4180.63,7282.38,4852.72,2429.65,.,.
FRATNP,2004,3,short,3,0,509429,2988,636,346,454,1525,2323,2264,3365,5138,8374,13054,19238,23540,23180,32432,49837,69374,92103,159258,58830,100428,69200,31228,.,.
FRATNP,2004,3,short,3,1,10235.58,62.58,52.51,12.68,4.33,18.26,17.88,40.99,105.8,271.64,413.31,354.24,332.73,382.97,343.31,541.43,906.54,1368.99,1925.97,3079.42,1147.37,1932.05,1326.66,605.39,.,.
FRATNP,2004,3,short,3,2,161411.77,29.71,100.78,122.14,105.1,170.71,198.39,305.17,617.09,1199.15,2746.76,5630.97,9683.84,12749.92,12728.55,16534.02,22489.93,25378.19,25801,24820.34,11820.96,12999.38,10019.63,2979.75,.,.
FRATNP,2004,3,short,3,3,2271.53,16.97,23.49,8.37,8.67,12.9,10.04,6.86,21.78,17.03,34.14,54.02,65.97,63.28,82.67,91.63,177.14,273.53,416.94,886.11,281.98,604.13,398.39,205.73,.,.
FRATNP,2004,3,short,3,4,20192.15,74.26,34.81,14.66,27.08,36.55,39.05,43.28,45.73,78.21,143.84,258.69,423,634.27,679.39,1122.43,1941.54,2869.55,3959.87,7765.94,2705.52,5060.43,3277.87,1782.55,.,.
FRATNP,2004,3,short,3,5,17361.79,0,0,0,3.25,13.93,32.31,55.68,140.99,264.37,410.09,581.15,655.17,649.85,452.53,550.83,783.54,1478,2714.16,8575.95,2507.87,6068.08,3991.26,2076.81,.,.
FRATNP,2004,3,short,3,6,24857.72,124.13,58.22,19.94,37.93,75.13,113.74,85.33,135.52,206.73,281.2,353.53,452.45,555.73,627.79,1018.27,1947.97,3647.26,5968.5,9148.37,3837,5311.37,3965.53,1345.85,.,.
FRATNP,2004,3,short,3,7,109890.53,50.91,31.28,19.03,20.59,35.42,58.04,75.15,164.69,404,756.87,1308.01,2090.38,2659.77,2991.18,4943.01,8944.89,14467.31,22746.52,48123.46,16447.65,31675.8,21324.89,10350.91,.,.
FRATNP,2004,3,short,3,8,36011.74,14.85,5.64,4.22,4.33,19.32,28.94,36.38,79.52,129.62,219.77,349.52,573.72,732.24,777.98,1509.79,2931.26,5376.95,8161.52,15056.17,5635.58,9420.6,6636.61,2783.98,.,.
FRATNP,2004,3,short,3,9,12163.32,6.36,0,1.04,4.33,8.59,13.39,10.25,26.39,57.77,99.32,160.75,277.33,367.74,409.89,642.51,1164.45,1853.84,2459.37,4600.02,1640.68,2959.34,2027.59,931.75,.,.
FRATNP,2004,3,short,3,10,13455.72,18.03,4.42,3.18,0,6.45,7.78,6.81,20.66,42.99,45.23,80.59,126.77,163.69,198.98,310.31,669.89,1314.15,2518.19,7917.6,2291.43,5626.17,3477.64,2148.52,.,.
FRATNP,2004,3,short,3,11,19025.36,7.42,8.93,3.18,10.83,15,18.95,26.17,21.78,53.35,102.33,190.98,303.78,502.61,575.15,1034,2058.41,3140.39,4063.23,6888.87,2674.5,4214.37,2834.23,1380.14,.,.
FRATNP,2004,3,short,3,12,24428.46,41.37,11.24,6.32,9.75,8.58,20.03,35.29,78.09,236.19,623.51,1062.23,1559.79,1736.38,1484.75,1837.84,2346.38,3019.16,3746.44,6565.12,2409.97,4155.15,2930.76,1224.39,.,.
FRATNP,2004,3,short,3,13,5754.97,1.06,0,1.04,8.67,6.44,3.36,6.85,15.85,19.19,32.93,36.61,49.96,86.39,106.65,217.6,363.85,751.42,1174.24,2872.87,920.13,1952.74,1297.08,655.66,.,.
FRATNP,2004,3,short,3,14,8440.06,7.42,0,0,1.08,7.53,8.97,13.72,30.19,35.81,38.54,45.51,99.02,143.51,165.37,308.19,645.01,1148.3,1927.56,3814.31,1392.13,2422.18,1673.93,748.25,.,.
FRATNP,2004,3,short,3,15,3411.13,2440.65,89.54,25.19,31.42,42.96,46.83,46.67,50.14,55.33,50.54,55.28,68,83.08,55.45,49.97,48.99,61.65,53.74,55.69,26.66,29.03,20.82,8.21,.,.
FRATNP,2004,3,short,3,16,40517.17,92.28,215.14,105.02,176.63,1047.24,1705.31,1469.4,1810.77,2066.62,2375.62,2531.93,2476.1,2028.56,1500.35,1720.17,2417.21,3225.31,4465.73,9087.78,3090.57,5997.21,3997.11,2000.1,.,.
FRATNP,2005,3,short,3,0,527533.01,2775,601,368,408,1507,2312,2251,3321,4889,7938,13144,18997,25402,23431,32278,49531,70064,96969,171347.01,64217,107130.01,72170,34960.01,.,.
FRATNP,2005,3,short,3,1,10618.34,63.33,36.51,17.17,8.62,18.39,22.43,42.63,90.54,213.87,362.21,379.41,334,381.49,394.43,557.41,899.41,1403.87,2067.18,3325.43,1295.59,2029.84,1383.86,645.98,.,.
FRATNP,2005,3,short,3,2,164548.57,21.12,104.79,128.34,97.6,180.62,221.97,305.38,626.17,1186.35,2583.21,5570,9499.45,13603.99,12703.81,16446.36,22488.72,25930.2,26427.73,26422.75,13143.9,13278.85,10113.04,3165.81,.,.
FRATNP,2005,3,short,3,3,2309.72,14.79,17,7.52,3.19,10.81,6.73,11.52,18.33,15.58,20.96,48.56,53.27,82.33,69.24,108.76,204.54,282.32,429.78,904.48,284.96,619.52,391.56,227.95,.,.
FRATNP,2005,3,short,3,4,20701.87,47.49,41.13,16.23,24.66,38.93,35.88,35.74,56.16,79.32,149.63,249.51,429.9,629.67,668.23,1122.13,1864.64,2947.16,4132.15,8133.32,2887.63,5245.69,3305.27,1940.42,.,.
FRATNP,2005,3,short,3,5,18520.7,0,1.15,1.09,3.27,11.9,40.31,70.14,137.4,241.77,393.72,626.09,768.65,736.99,547.58,544.87,798.01,1447.99,2903.24,9246.53,2707.76,6538.77,4073.67,2465.1,.,.
FRATNP,2005,3,short,3,6,28100.02,124.6,48.86,28,31.93,91.94,95.25,109.41,131.99,212.42,267.19,362.59,488.13,653.43,634.71,1059.36,2015.96,3890.1,6992.39,10861.77,4644.84,6216.93,4519.12,1697.81,.,.
FRATNP,2005,3,short,3,7,112573.24,45.4,20.61,9.74,18.2,49.73,56.02,89.92,180.59,370.73,765.17,1378.61,2067.48,2970.24,2920.31,4785.77,8551.07,14268.75,23287.34,50737.57,17291.76,33445.81,21999.88,11445.93,.,.
FRATNP,2005,3,short,3,8,36523.09,5.29,4.56,2.18,6.31,8.65,26.95,21.86,69.84,130.56,269,361.05,545.79,794.44,802.53,1464.13,2850.27,5113.31,8470.34,15576.05,6093.55,9482.5,6688.92,2793.57,.,.
FRATNP,2005,3,short,3,9,12085.71,3.17,3.43,0,2.23,5.41,3.36,18.45,33.04,54.79,87.39,167.1,245.65,388.36,427.97,628.57,1078.94,1677.79,2495.76,4764.28,1741.13,3023.16,2013.79,1009.36,.,.
FRATNP,2005,3,short,3,10,17053.57,27.46,14.83,5.37,3.27,5.41,7.83,10.37,33.22,34.76,52.12,91,135.66,210.39,247.56,404.74,769.57,1539.92,3143.74,10316.33,2895.21,7421.12,4535.45,2885.67,.,.
FRATNP,2005,3,short,3,11,20678.28,10.57,6.81,5.34,8.77,16.23,26.89,29.97,38.9,50.3,86.26,177.4,325.24,508.62,633.59,1071.99,2149.98,3323.38,4550.18,7657.84,2925.57,4732.27,3180.71,1551.57,.,.
FRATNP,2005,3,short,3,12,24771.66,32.73,18.24,6.46,9.66,8.65,29.17,24.19,91.71,241.63,582.02,1063.98,1508.7,1858.46,1483.3,1766.42,2358.28,2946.02,3972.39,6769.66,2490.67,4278.99,2868.3,1410.69,.,.
FRATNP,2005,3,short,3,13,5745.85,0,3.41,1.06,5.35,7.56,5.61,5.77,12.43,16.6,22.04,44.18,57.4,99.21,116.45,202.87,385.19,750.16,1227.93,2782.63,953.01,1829.62,1145.61,684,.,.
FRATNP,2005,3,short,3,14,9044.57,4.22,2.28,1.09,1.12,2.16,2.25,17.34,26.07,29.68,27.53,67.16,82.1,163.68,154.21,294.91,690.52,1206.85,2009.32,4262.1,1601.96,2660.15,1792.19,867.95,.,.
FRATNP,2005,3,short,3,15,3283.08,2299.82,72.64,17.35,23.47,38.93,42.6,37.99,48.02,50.22,51.9,62.49,88.45,110.73,59.8,44.97,68.88,55.48,63.32,46.03,18.21,27.82,22.02,5.81,.,.
FRATNP,2005,3,short,3,16,40974.73,75.02,204.76,121.05,160.36,1011.68,1688.74,1420.33,1726.58,1960.42,2217.65,2494.85,2367.14,2209.96,1567.28,1774.74,2357.03,3280.7,4796.21,9540.24,3241.24,6299,4136.61,2162.39,.,.
FRATNP,2006,3,short,3,0,516416,2906,606,346,433,1421,2089,2189,3061,4820,7747,12652,19023,25856,24830,30453,46554,68058,91783,171589,73480,98109,63341,34768,.,.
FRATNP,2006,3,short,3,1,10504.59,50.1,37.51,13.38,9.5,22.7,34.05,31.84,65.52,201.22,357.33,335.2,370.69,412.19,436.44,517.7,826.29,1367.89,1919.04,3495.99,1543.52,1952.47,1321.14,631.33,.,.
FRATNP,2006,3,short,3,2,164732.45,30.5,93.79,112.22,93.92,148.12,220.7,308.95,549.51,1229.95,2506.25,5275.29,9442.16,13997.13,13559.15,15922.49,21614.66,25747.59,26146.3,27733.77,15433.81,12299.96,9012.93,3287.03,.,.
FRATNP,2006,3,short,3,3,2352.61,20.69,26.5,9.99,11.66,9.73,12.12,5.7,19.2,12.33,35.29,42.47,58.75,87.9,80.12,98.31,172.29,274.08,400.49,974.99,368.23,606.76,356.99,249.77,.,.
FRATNP,2006,3,short,3,4,20127.29,79.51,38.62,24.25,16.88,28.1,41.8,43.15,64.22,73.06,139.94,280.04,423.56,621.89,682.2,973.7,1776.29,2764.6,3845.53,8209.94,3286.02,4923.92,3002.44,1921.48,.,.
FRATNP,2006,3,short,3,5,17781.77,0,0,0,2.11,11.9,36.21,65.07,137.48,233.45,391.89,542.12,749.38,692.17,508.47,495.75,738.52,1401.6,2776.46,8999.2,3009.75,5989.45,3590.6,2398.85,.,.
FRATNP,2006,3,short,3,6,28967.95,121.99,53.97,39.64,35.77,89.76,97.77,109.31,138.11,220.35,294.97,407.21,505.44,706.2,716.71,982.06,2051.53,3958.35,6647.4,11791.42,5723.99,6067.44,4252.06,1815.38,.,.
FRATNP,2006,3,short,3,7,109537.55,29.41,29.75,7.66,21.04,59.46,59.35,85.3,187.04,345.75,739.56,1294.34,2038.15,2969.25,3072.95,4357.23,7772.09,13466.62,21838.2,51164.4,19958.84,31205.56,19571.45,11634.12,.,.
FRATNP,2006,3,short,3,8,35153.42,1.09,5.48,3.27,5.27,9.73,28.57,22.65,62.06,130.04,216.78,377.57,594.76,791.38,873.73,1290.6,2606.42,4971.62,7855.33,15307.06,6646.92,8660.14,5735.5,2924.63,.,.
FRATNP,2006,3,short,3,9,11697.62,2.18,1.09,2.2,1.05,5.41,8.8,12.49,21.48,61.84,90.87,170.02,215.39,381.67,437.28,613.96,1006.07,1682.31,2349.79,4633.75,1889.46,2744.29,1760.71,983.58,.,.
FRATNP,2006,3,short,3,10,13573.98,13.07,11.03,2.13,3.18,7.56,15.44,12.45,18.09,42.78,63.04,93.54,149.88,175.91,201.61,289.71,605.55,1372.63,2446.26,8050.1,2589,5461.1,3185.12,2275.98,.,.
FRATNP,2006,3,short,3,11,19302.79,14.16,9.87,4.53,8.39,19.46,25.25,20.44,19.2,57.33,68.97,177.44,315.95,479.15,609.69,985.23,1834.03,3044.15,4182.56,7427,3235.73,4191.28,2699.34,1491.93,.,.
FRATNP,2006,3,short,3,12,24686.54,22.87,15.37,6.6,9.5,12.97,21.93,34.09,71.14,210.44,558.98,1047.21,1520.78,1927.58,1628.58,1649.37,2225.44,2893.29,3688.84,7141.57,3127.41,4014.17,2588.21,1425.95,.,.
FRATNP,2006,3,short,3,13,5705.13,1.09,3.32,3.27,3.2,3.24,9.89,11.31,8.95,12.29,26.49,31.46,57.68,98.39,116.84,190.34,407.81,669.55,1214.47,2835.54,1042.87,1792.67,1071.01,721.66,.,.
FRATNP,2006,3,short,3,14,9014.4,1.09,2.23,0,2.09,2.16,8.82,22.56,22.37,40.14,31.99,43.6,84.43,135.53,193.77,311.67,550.53,1218.21,2021.54,4321.65,1837.92,2483.73,1634.66,849.07,.,.
FRATNP,2006,3,short,3,15,3394.62,2425.67,88.31,27.26,34.81,35.66,36.23,30.7,48.67,46.13,43.17,68.43,95.02,98.49,63.14,52.29,39.73,58.65,47.41,54.86,35.15,19.71,18.56,1.15,.,.
FRATNP,2006,3,short,3,16,39883.28,92.58,189.15,89.62,174.63,955.05,1432.09,1372.98,1627.99,1902.9,2181.48,2466.06,2400.97,2281.17,1649.32,1722.57,2326.74,3166.85,4403.4,9447.75,3751.38,5696.37,3540.27,2156.09,.,.
FRATNP,2007,3,short,3,0,521016.02,2822,592,344,385,1305,2077,2319,2786,4610,7476,12217,18439,25862,26856,29558,44441,67111,90880,180936.02,86053,94883.02,57864,37019.02,.,.
FRATNP,2007,3,short,3,1,10602.54,52.8,31.57,9.58,10.55,16.47,20.65,39.7,64.05,136.35,327.7,351.2,366.08,442.85,413.56,498.93,821.43,1418.84,1926.07,3654.16,1770.71,1883.45,1172.73,710.72,.,.
FRATNP,2007,3,short,3,2,165707.22,31.25,88.49,111.58,101.41,146.81,247.62,333.45,537.7,1086.75,2332.73,5011.49,9114.98,13832.75,14782.92,15563.95,20827.59,25379.84,26403.63,29772.27,18240.83,11531.44,8139.18,3392.26,.,.
FRATNP,2007,3,short,3,3,2305.81,15.08,28.2,5.29,7.38,12.08,9.03,14.74,11.44,20.52,25.54,38.02,38.54,72.21,85.19,101.67,152.72,266.19,397.95,1004.02,413.75,590.27,332.44,257.83,.,.
FRATNP,2007,3,short,3,4,20153.68,64.65,41.53,19.25,26.62,26.32,39.16,36.34,45.71,81.79,162.23,257.91,412.02,663.48,798.6,924.44,1613.71,2726.42,3759.7,8453.8,3736.91,4716.89,2780.8,1936.08,.,.
FRATNP,2007,3,short,3,5,18290.41,0,0,2.13,1.05,9.85,35.16,77.39,119.88,223.73,406.61,550.08,707.02,778.91,594.74,515.71,772.13,1472.51,2755.83,9267.7,3508,5759.7,3206.7,2553,.,.
FRATNP,2007,3,short,3,6,30413.21,115.33,60.52,31.96,19.09,77.75,92.83,109.02,118.88,190.63,262.76,390.77,496.01,707.22,750.73,1000.88,1852.51,4004.19,6734.86,13397.29,6888.51,6508.78,4243.99,2264.79,.,.
FRATNP,2007,3,short,3,7,110618.17,39.87,26.66,9.63,14.82,27.35,67.51,93.02,167.95,370.13,708.36,1256.26,2025.77,2931.62,3327.02,4156.23,7402.9,13199.94,21034.85,53758.27,23242.9,30515.37,17960.37,12555,.,.
FRATNP,2007,3,short,3,8,34440.97,8.62,0,4.21,5.29,12.04,18.06,40.92,44.58,118.47,232.75,361.87,518.71,761.09,863.96,1239.91,2457.56,4547.3,7458.64,15747,7758.08,7988.92,5125.14,2863.77,.,.
FRATNP,2007,3,short,3,9,11569.06,2.16,1.14,0,1.08,2.19,9.11,13.63,21.73,39.82,53.52,139.31,213.24,381.58,459.06,593.31,910.5,1529.76,2240.03,4957.89,2293.81,2664.09,1586.68,1077.41,.,.
FRATNP,2007,3,short,3,10,14482.66,19.38,25.7,2.17,3.14,9.89,9.03,11.36,17.11,42.08,63.48,109.9,137.12,206.23,248.42,322.84,604.44,1355.48,2614.36,8680.54,3143.15,5537.39,2995.68,2541.71,.,.
FRATNP,2007,3,short,3,11,20002.31,11.86,12.28,7.46,4.21,10.95,18.06,26.15,19.45,56.64,82.13,180.6,313.67,545.85,659.96,967.51,1782.7,3195.04,4341.63,7766.16,3789.49,3976.67,2415.43,1561.23,.,.
FRATNP,2007,3,short,3,12,24591.24,37.71,6.75,5.25,1.05,8.76,13.55,42,85.67,232.01,528.37,1011.38,1501.32,1909.61,1744.69,1553.34,2157.79,2990.24,3690.77,7070.97,3393.96,3677.01,2248.2,1428.81,.,.
FRATNP,2007,3,short,3,13,5479.41,0,2.24,2.13,6.39,8.8,2.29,9.07,6.86,21.52,16.58,46.5,48.09,77.41,110.33,168.72,303.7,672.39,1090.08,2886.3,1259.6,1626.71,962.33,664.38,.,.
FRATNP,2007,3,short,3,14,9237.8,2.16,2.24,1.04,0,1.11,10.59,21.44,28.67,29.1,30.82,49.92,100.42,144.27,203.06,299.75,594.34,1167.16,1977.29,4574.43,2142.82,2431.61,1474.12,957.48,.,.
FRATNP,2007,3,short,3,15,3358.88,2352.17,87.31,20.29,23.28,40.48,41.01,54.5,44.6,57.97,41.9,66.18,77.89,107.01,82,42.97,46.04,63.96,45.47,63.86,49.21,14.65,8.79,5.86,.,.
FRATNP,2007,3,short,3,16,39762.65,68.97,177.38,112.04,159.65,894.16,1443.32,1396.27,1451.73,1902.52,2200.51,2395.61,2368.12,2299.9,1731.76,1607.84,2140.95,3121.75,4408.83,9881.35,4421.28,5460.08,3211.4,2248.67,.,.
FRATNP,2008,3,short,3,0,532131.01,2856,603,325,382,1228,2047,2282,2725,4575,7399,11948,18203,25470,28839,29233,43543,67153,91884,191436.01,97345,94091.01,53674,40417.01,.,.
FRATNP,2008,3,short,3,1,11430.15,50.93,43.24,10.75,9.49,12.04,32.93,22.8,69.9,150,300.62,392.22,377.12,407.41,510,473.78,828.96,1464.02,2068.95,4204.98,2223.85,1981.13,1173.69,807.45,.,.
FRATNP,2008,3,short,3,2,168096.71,21.61,102.33,98.31,94.03,170.99,206.97,329.24,503.15,1159.39,2351.08,4893.1,8863.58,13483.89,15817.7,15448.74,20392.68,25845.21,26572.14,31742.57,20544.27,11198.3,7480.78,3717.52,.,.
FRATNP,2008,3,short,3,3,2357.64,13,24.43,7.49,7.31,9.84,14.75,10.32,10.33,15.77,27.47,37.96,58.09,75.44,72.67,104.8,169.78,266.33,422.48,1009.37,440.07,569.3,314.76,254.54,.,.
FRATNP,2008,3,short,3,4,20944.77,68.11,34.38,16.81,12.71,20.9,39.72,41.19,46.98,85.05,145.43,230.49,415.22,696.91,801.76,967.4,1643.37,2755.6,3842.69,9080.05,4328.6,4751.45,2526.48,2224.98,.,.
FRATNP,2008,3,short,3,5,18902.37,0,0,1.03,3.16,4.38,37.28,85.05,129.65,224.14,395.42,587.21,700.95,821.04,672.84,508.45,726.22,1434.08,2854.22,9717.24,3987.5,5729.75,3015.49,2714.26,.,.
FRATNP,2008,3,short,3,6,32731.12,118.23,60.11,32.88,34.91,66.78,79.12,86.43,123.81,184.58,236.11,359.85,492.37,670.52,841.12,975.67,1954.91,4039.12,7228.23,15146.36,8267.18,6879.18,4163.6,2715.58,.,.
FRATNP,2008,3,short,3,7,111724.78,51.94,34.27,11.67,13.85,43.91,72.33,98.02,174.24,404.08,716.19,1268.48,1861.4,2886.52,3516.07,3975.68,6928.69,12970.72,20732.47,55964.25,26028.04,29936.2,16508.47,13427.73,.,.
FRATNP,2008,3,short,3,8,34859.59,9.75,6.7,1.09,6.49,15.34,22.58,43.51,68.69,120.06,233.07,360.05,526.64,735.99,897.86,1191.78,2439.83,4549.22,7414.16,16216.79,8307.69,7909.1,4698.75,3210.35,.,.
FRATNP,2008,3,short,3,9,11640.2,2.16,0,0,1.09,4.38,7.98,13.67,18.34,47.61,93.52,134.06,264.06,388.94,493.96,551.58,894.27,1500.35,2115.79,5108.43,2525.39,2583.04,1481.47,1101.57,.,.
FRATNP,2008,3,short,3,10,14753.98,14.09,13.24,3.15,7.47,1.11,14.7,15.96,28.66,40.91,70.71,96.75,149.75,199.05,256.28,335.5,622.38,1311.25,2642.38,8930.63,3608.06,5322.57,2675.21,2647.36,.,.
FRATNP,2008,3,short,3,11,20444.92,4.3,10.92,2.12,8.45,10.93,16.94,23.85,41.25,53.3,82.89,158.82,310.35,539.73,692.87,977.12,1704.01,3081.58,4465.95,8259.54,4286.91,3972.63,2304.16,1668.47,.,.
FRATNP,2008,3,short,3,12,25229.9,11.82,14.43,5.32,6.43,10.93,21.43,32.98,73.33,196.55,495.36,975.54,1506.14,1878.99,1951.37,1575.7,2067.16,2898.98,3862.76,7644.66,3959.68,3684.98,2116.28,1568.7,.,.
FRATNP,2008,3,short,3,13,5724.8,2.16,0,3.26,4.36,5.5,3.39,3.38,16,16.95,19.68,33.46,62.01,120.04,132.71,164.5,372.35,660.89,1047.8,3056.35,1415.15,1641.21,830.32,810.89,.,.
FRATNP,2008,3,short,3,14,9766.03,3.23,2.27,1.09,1.09,2.21,10.28,15.04,19.4,30.26,41.74,48.87,115.06,154.23,204.42,312.34,606.63,1200.9,2050.82,4946.14,2414.53,2531.61,1425.81,1105.8,.,.
FRATNP,2008,3,short,3,15,3335.77,2417.51,72.11,28.59,24.59,32.92,39.67,34.18,42.41,36.3,52.52,57.49,71.89,102.91,88.46,42.96,44.03,37.79,52.88,56.56,40.63,15.93,7.73,8.2,.,.
FRATNP,2008,3,short,3,16,40188.28,67.15,184.55,101.46,146.57,815.85,1426.92,1426.38,1358.86,1810.05,2137.19,2313.65,2428.36,2308.39,1888.88,1626.98,2147.71,3136.95,4510.27,10352.1,4967.48,5384.62,2951,2433.62,.,.
FRATNP,2009,3,short,3,0,538116,2903,580,348,403,1272,2007,2273,2697,4624,7424,11653,18094,25836,30209,29329,41900,65223,90889,200452,108509,91943,49591,42352,.,.
FRATNP,2009,3,short,3,1,11708.95,40.54,39.81,16.84,11.04,18.63,20.51,37.24,56.17,120.92,234.42,348.4,342.93,452.02,501.97,489.95,807.06,1426.39,2138.17,4605.95,2618.44,1987.5,1114.27,873.23,.,.
FRATNP,2009,3,short,3,2,170582.15,34.93,101.05,106.24,104.87,136.98,207.62,347.02,533.35,1181.58,2331.91,4794.39,8975.21,13788.52,16490.45,15603.09,19889.94,25344.31,26654.02,33956.66,22810.33,11146.33,7214.62,3931.71,.,.
FRATNP,2009,3,short,3,3,2431.31,18.01,19.31,14.73,7.73,9.84,11.31,10.48,8.03,20.51,32.45,37.36,71.32,83.16,97.21,86.41,142.71,260.19,384.63,1115.93,529.11,586.82,283.2,303.63,.,.
FRATNP,2009,3,short,3,4,21117.66,69.77,31.9,21.1,17.65,21.95,36.3,39.65,41.25,76.9,130.88,227.95,380.65,617.33,843.26,966.25,1529.14,2708.41,3813.43,9543.89,4758.16,4785.73,2399.29,2386.44,.,.
FRATNP,2009,3,short,3,5,19173,0,1.11,2.12,1.1,17.56,36.17,69.63,112.9,254.91,419.39,551.23,726.14,764.59,681.72,527.83,727.22,1393.74,2702.8,10182.83,4525.16,5657.67,2834.62,2823.05,.,.
FRATNP,2009,3,short,3,6,33822.68,114.81,57.16,37.92,34.24,76.78,107.31,95.55,106.71,195.09,281,365.31,454.89,712.32,877.55,975.85,1901.76,3914.08,7113.29,16401.06,9479.31,6921.75,4008.37,2913.37,.,.
FRATNP,2009,3,short,3,7,111027.6,39.43,31.81,10.52,16.55,29.56,63.5,86.13,202.52,331.72,738.29,1213.4,1849.4,2872.88,3642.96,3942.01,6439.81,12174.67,20325.73,57016.71,28445.9,28570.82,14553.86,14016.96,.,.
FRATNP,2009,3,short,3,8,34774.29,6.75,3.32,4.23,5.51,19.77,23.74,29.13,63.07,99.17,207.74,324.2,522.98,694.59,1032.25,1218.06,2237.45,4389.66,7182.28,16710.4,9120.22,7590.18,4267.51,3322.67,.,.
FRATNP,2009,3,short,3,9,11114.06,1.12,0,0,5.53,4.39,5.64,17.47,21.89,36.28,71.7,116.74,194.69,359.53,477.06,545.62,825.74,1365.95,2085.34,4979.38,2633.5,2345.88,1235.83,1110.06,.,.
FRATNP,2009,3,short,3,10,16064.08,21.38,13.78,9.48,6.62,8.82,12.43,15.13,27.59,43.82,71.52,112.26,181.61,272.56,319.16,355.03,662.12,1382.25,2729.51,9819.03,4215.68,5603.35,2686.03,2917.31,.,.
FRATNP,2009,3,short,3,11,20651.98,12.38,13.95,1.04,4.41,10.99,18.1,29.11,29.9,48.75,92.18,155.04,313.48,506.71,754.84,933.39,1670.49,2981.36,4292.46,8783.39,4833.61,3949.78,2180.74,1769.04,.,.
FRATNP,2009,3,short,3,12,25291.72,22.53,12.67,2.09,3.32,10.96,20.41,41.98,69,234.63,526.91,875.97,1438.68,1928.45,2011.33,1544.51,2012.72,2917.62,3747.76,7870.18,4311.2,3558.97,1937.51,1621.46,.,.
FRATNP,2009,3,short,3,13,5788.12,0,1.19,2.09,2.21,6.61,5.71,5.83,9.1,23.36,23.23,27.34,56.14,98.22,148.89,170.75,352.71,708.11,1116.46,3030.16,1538.4,1491.76,761.89,729.87,.,.
FRATNP,2009,3,short,3,14,10082.82,0,2.21,2.1,0,0,4.62,25.88,41.01,36.74,38.57,47.29,75.65,138.83,246.21,304.51,542.56,1151.2,2035.44,5389.99,2916.3,2473.69,1355.26,1118.44,.,.
FRATNP,2009,3,short,3,15,3407.54,2447.05,68.56,21.03,26.5,28.5,31.68,31.56,42.37,34.79,46.96,72.51,78.8,127.95,95.01,52.7,48.28,37.95,40.26,75.08,51.49,23.6,16.57,7.03,.,.
FRATNP,2009,3,short,3,16,41078.03,74.31,182.19,96.46,155.72,870.65,1401.96,1391.21,1332.13,1884.83,2176.84,2383.61,2431.43,2418.33,1989.14,1613.04,2110.29,3067.1,4527.42,10971.37,5722.21,5249.15,2741.41,2507.74,.,.
FRATNP,2010,3,short,3,0,540469.01,2785,526,333,372,1193,1894,2202,2603,4445,6966,11410,17801,25100,32308,29540,40587,63583,90391,206430.01,109361,97069.01,54496,42573.01,.,.
FRATNP,2010,3,short,3,1,11743.95,36.86,30.11,11.03,6.27,24.77,16,32.53,50.72,109.94,190.98,298.03,373.65,452.22,496.04,526.78,783.58,1346.69,2107.94,4849.81,2670.36,2179.45,1298.16,881.28,.,.
FRATNP,2010,3,short,3,2,171773.16,26,82.34,119.09,96.49,162.94,205.81,338.04,534.76,1096.51,2209.96,4547.99,8678.99,13487.95,17562.6,16020.37,19452.04,24932.77,26957.41,35261.08,23074.18,12186.89,8117.83,4069.07,.,.
FRATNP,2010,3,short,3,3,2469.77,9.75,18.85,9.92,14.78,13.49,11.43,10.45,11.5,23.2,22.79,44.09,42.58,70.15,94.06,93.45,156.73,285.22,378.03,1159.3,526.25,633.05,291.79,341.26,.,.
