country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2006,1,short,3,13,1848.49,0,1.09,2.13,0,2.16,5.47,3.43,2.28,4.53,13.46,16.5,32.27,50.98,65.65,88.91,175.06,315,424.2,645.37,304.15,341.22,236.84,104.38,.,.
FRATNP,2006,1,short,3,14,4341.51,1.09,0,0,2.09,0,2.19,3.43,5.71,11.32,15.7,29.7,50.55,83.9,115.42,208.15,323.02,675.9,1044.82,1768.52,852.25,916.27,646.72,269.55,.,.
FRATNP,2006,1,short,3,15,1907.3,1382.59,41.47,17.07,19.87,16.24,22.96,19.44,33.12,32.83,25.8,38.5,50.55,62.66,33.88,28.24,17.71,16.69,18.81,28.86,16.9,11.96,10.81,1.15,.,.
FRATNP,2006,1,short,3,16,24076.86,54.43,121.12,52.28,123.38,728.42,1149.95,1132.12,1320.36,1471.78,1700.38,1851.52,1740.3,1596.29,1152.04,1161.05,1486.93,1846.2,2231.74,3156.55,1553.47,1603.07,1105.26,497.81,.,.
FRATNP,2007,1,short,3,0,268205.99,1655,342,175,229,943,1589,1712,1981,3119,4921,8163,12636,17933,18475,20011,28173,39006,45756,61386.99,35938,25448.99,17705,7743.99,.,.
FRATNP,2007,1,short,3,1,5426.09,31.21,22.8,4.17,7.32,7.61,9.99,22.81,34.19,92.95,245.49,264.67,253.69,315.66,289.97,342.88,463.38,772.2,978.36,1266.74,724.27,542.46,375.04,167.43,.,.
FRATNP,2007,1,short,3,2,97782.73,17.22,49.02,54.17,64.83,85.93,158.79,187.05,271.28,501.47,1139.6,2870.72,5884.26,9212.84,9884.4,10439.61,13323.08,15485.79,14654.35,13498.32,9058.2,4440.12,3385.12,1055.01,.,.
FRATNP,2007,1,short,3,3,1073.01,10.76,20.52,3.12,5.23,5.44,6.66,7.98,5.7,16.07,16.89,23.06,26.87,51.19,52.72,71.3,94.97,141.06,195.25,318.2,154.82,163.38,94.57,68.8,.,.
FRATNP,2007,1,short,3,4,8613.89,38.74,25.08,6.25,9.41,14.14,16.66,23.95,29.64,55.08,109.23,173.52,279.49,454.3,544.1,596.64,887.09,1342.73,1579.86,2428,1370.08,1057.93,719.64,338.29,.,.
FRATNP,2007,1,short,3,5,7732.83,0,0,1.04,1.05,6.53,23.32,63.87,93.46,185.9,326.57,428.3,529.95,587.6,442.87,361.76,456.07,763.84,1185.15,2275.55,1212.07,1063.48,722.9,340.58,.,.
FRATNP,2007,1,short,3,6,12015.79,57.03,34.2,13.54,9.41,47.86,64.4,71.86,72.95,121.64,162.16,227.33,295.61,425.5,433.38,586.15,986.24,1973.86,2796.5,3636.17,2314.92,1321.25,999.01,322.24,.,.
FRATNP,2007,1,short,3,7,51790.56,21.52,9.12,3.12,8.37,18.49,53.3,53.61,115.12,280,545.03,1018.04,1600.6,2345.07,2582.35,3048.21,4938.49,7731.4,10387.16,17031.57,9399.66,7631.92,5195.08,2436.84,.,.
FRATNP,2007,1,short,3,8,14527.58,6.46,0,3.13,3.14,7.61,13.32,29.65,27.36,53.93,141.89,225.13,327.86,517.22,606.31,790.63,1462.14,2389.74,3280.43,4641.64,2774.09,1867.55,1345.78,521.77,.,.
FRATNP,2007,1,short,3,9,6197.24,1.08,1.14,0,0,1.09,5.55,9.12,11.4,28.69,40.54,94.45,164.47,294.33,358.51,444.6,664.8,1025.07,1283.83,1768.58,1060.43,708.15,490.27,217.88,.,.
FRATNP,2007,1,short,3,10,6575.65,15.07,12.54,0,3.14,4.35,6.66,7.98,15.96,29.84,46.17,73.58,103.19,161.03,184.53,226.49,404.93,815.04,1407.7,3057.45,1424.16,1633.29,1017.49,615.8,.,.
FRATNP,2007,1,short,3,11,11435.68,4.3,5.7,3.13,3.14,6.53,13.32,19.39,10.26,33.28,52.93,119.7,220.36,388.18,485.05,707.79,1240.89,2070,2610.7,3441.05,1946.95,1494.1,983.79,510.3,.,.
FRATNP,2007,1,short,3,12,13130.04,21.52,4.56,4.17,1.05,5.44,9.99,26.23,60.41,165.25,369.36,734.7,1084.62,1370.36,1214.73,1031.8,1373.43,1695.91,1767.76,2188.77,1305.39,883.38,619.63,263.75,.,.
FRATNP,2007,1,short,3,13,1710.4,0,1.14,1.04,2.09,3.26,1.11,4.56,4.56,12.62,9.01,20.87,27.95,46.92,52.72,89.13,131.5,253.92,371.61,676.39,375.39,300.99,198.93,102.06,.,.
FRATNP,2007,1,short,3,14,4338.04,1.08,1.14,1.04,0,0,1.11,3.42,4.56,5.74,13.51,28.55,54.82,91.71,137.08,185.6,339.18,664.57,1049.74,1755.18,940.6,814.58,535.92,278.66,.,.
FRATNP,2007,1,short,3,15,1922.83,1390.29,46.74,7.29,13.59,27.19,24.43,35.36,25.08,40.16,20.27,37.34,35.47,58.65,45.34,24.12,26.09,29.26,14.7,21.46,15.91,5.55,3.26,2.29,.,.
FRATNP,2007,1,short,3,16,23933.62,38.74,108.3,69.79,97.25,701.54,1180.37,1145.14,1199.09,1496.39,1682.37,1823.03,1746.79,1612.43,1160.95,1064.3,1380.73,1851.61,2192.9,3381.91,1861.06,1520.85,1018.58,502.28,.,.
FRATNP,2008,1,short,3,0,271697,1581,335,174,224,882,1580,1724,1862,3032,4840,7882,12307,17580,19855,19471,27590,38788,46353,65637,40659,24978,16535,8443,.,.
FRATNP,2008,1,short,3,1,5626.52,30.59,22.71,2.06,6.22,8.72,15.72,14.66,44.85,105.34,211.6,292.38,270.3,274.47,337.33,303.22,489.35,796.73,996.75,1403.5,866.66,536.84,365.16,171.68,.,.
FRATNP,2008,1,short,3,2,97878.14,9.83,60.19,49.42,58.07,104.66,138.12,179.28,218.52,511.82,1150.94,2726.26,5539.62,8902.67,10592.65,10061.8,13014.96,15503.3,14795.94,14260.08,10094.82,4165.26,2996.72,1168.54,.,.
FRATNP,2008,1,short,3,3,1034.95,7.65,13.63,2.06,6.22,7.63,7.86,4.51,8.05,5.73,15.67,20.96,37.99,43.79,44.41,60.85,98.29,126.35,201.45,321.84,171.64,150.21,91.84,58.37,.,.
FRATNP,2008,1,short,3,4,9105.83,32.78,18.17,10.3,7.26,7.63,20.21,21.42,29.9,52.67,91.81,171.01,271.39,482.73,519.22,587.55,947.34,1438.91,1729.1,2666.43,1566.99,1099.45,693.15,406.3,.,.
FRATNP,2008,1,short,3,5,8045.27,0,0,1.03,2.07,3.27,26.95,68.78,98.91,168.32,323.56,451.25,565.58,626.9,499.12,354.63,434.98,722.59,1247.51,2449.81,1381.58,1068.24,699.71,368.53,.,.
FRATNP,2008,1,short,3,6,12799.67,76.48,36.34,14.41,20.74,46.88,55.02,62.01,83.96,104.2,156.74,221.76,310.47,394.08,480.09,550.83,1079.09,1903.58,2976.61,4226.37,2833.08,1393.29,992.71,400.58,.,.
FRATNP,2008,1,short,3,7,51998.31,27.32,15.9,5.15,6.22,21.8,50.53,63.14,117.31,310.3,555.32,975.32,1479.62,2255.57,2710.29,2892.64,4581.95,7590.32,10266.51,18073.11,10553.58,7519.52,4859.7,2659.83,.,.
FRATNP,2008,1,short,3,8,14375.81,5.46,4.54,0,1.04,9.81,16.84,21.42,37.95,68.7,135.47,227.28,326.75,485.93,602.76,757.52,1421.01,2346.33,3311.3,4595.68,2854.27,1741.41,1184.04,557.37,.,.
FRATNP,2008,1,short,3,9,6255.38,1.09,0,0,0,3.27,2.25,9.02,12.65,28.63,55.98,91.57,192.14,317.19,405.01,440.66,656.66,991.99,1156.23,1891.03,1199.34,691.69,479.96,211.73,.,.
FRATNP,2008,1,short,3,10,6546.97,8.74,5.68,2.06,3.11,0,10.11,10.15,19.55,28.63,49.26,59.58,106.38,145.25,191.4,245.51,390.02,815.52,1359.77,3096.25,1572.28,1523.96,915.09,608.88,.,.
FRATNP,2008,1,short,3,11,11730.68,1.09,2.27,1.03,5.19,8.72,12.35,18.04,26.45,33.21,58.22,100.4,223.63,397.29,512.87,700.86,1199.34,2004.87,2681.78,3743.07,2272.61,1470.46,957.73,512.74,.,.
FRATNP,2008,1,short,3,12,13532.88,2.19,7.95,2.06,2.07,8.72,16.84,23.68,46,136.26,353.79,724.87,1072.53,1388.37,1379.99,1109,1315.4,1672.81,1821.43,2448.89,1534.14,914.75,604.59,310.16,.,.
FRATNP,2008,1,short,3,13,1953.59,1.09,0,0,0,2.18,2.25,3.38,5.75,8.02,8.96,14.34,26.05,67.28,82.48,81.84,163.12,274.63,412.34,799.89,481.01,318.88,180.39,138.48,.,.
FRATNP,2008,1,short,3,14,4716.25,1.09,2.27,0,0,0,2.25,2.26,4.6,4.58,23.51,28.69,73.82,102.53,135.36,192,385.84,663.07,1084.88,2009.51,1138.95,870.56,570.7,299.86,.,.
FRATNP,2008,1,short,3,15,1803.09,1337.35,38.61,13.38,9.33,17.44,22.46,22.55,28.75,22.9,24.63,32,40.17,46.99,53.93,19.93,23,12.53,19.93,17.19,12.71,4.48,2.19,2.29,.,.
FRATNP,2008,1,short,3,16,24293.67,38.24,106.75,71.04,96.44,631.25,1180.23,1199.7,1078.79,1442.72,1624.53,1744.32,1770.55,1648.96,1308.09,1112.15,1389.64,1924.47,2291.47,3634.34,2125.34,1509,941.33,567.67,.,.
FRATNP,2009,1,short,3,0,273917,1635,324,192,239,912,1514,1669,1867,3177,4889,7610,12152,17800,20822,19541,26563,38010,45686,69315,44896,24419,15475,8944,.,.
FRATNP,2009,1,short,3,1,5669.18,20.21,24.33,8.35,6.64,12,8.97,26.64,31.19,79.17,170.56,262.45,255.83,311.23,343.17,312.71,455.2,771.56,1010.86,1558.11,1016.19,541.93,331.3,210.62,.,.
FRATNP,2009,1,short,3,2,99264.95,13.48,48.66,55.3,57.54,86.18,121.03,160.99,246.08,555.32,1141.26,2647.78,5575.18,9041.66,11061.85,10212.2,12731.91,15590.62,14756.09,15161.84,11002.87,4158.97,2919.4,1239.57,.,.
FRATNP,2009,1,short,3,3,1069.89,10.11,12.16,7.3,4.43,7.64,7.84,6.95,4.62,17.21,19.46,21.04,43.36,42.93,64.61,51.59,94.4,121.61,180.25,352.39,189.01,163.38,88.57,74.81,.,.
FRATNP,2009,1,short,3,4,8952.89,42.67,18.8,7.3,7.75,10.91,21.29,23.16,21.95,51.63,77.84,156.14,266.67,401.37,570.89,590.68,843.27,1367.01,1684.42,2789.12,1672.41,1116.71,628.71,488,.,.
FRATNP,2009,1,short,3,5,8062.02,0,1.11,0,0,8.73,25.77,61.39,94.74,207.67,327.38,413.06,573.45,565.57,479.8,362.2,462.54,755.84,1181.63,2541.15,1531.18,1009.96,601.37,408.59,.,.
FRATNP,2009,1,short,3,6,13124.16,66.25,30.96,16.7,23.24,42.55,78.45,60.23,64.7,118.18,191.16,233.66,272.09,458.25,512.63,535.93,1016.33,1864.96,2986.21,4551.68,3169.62,1382.06,966.57,415.49,.,.
FRATNP,2009,1,short,3,7,51504.09,16.84,19.9,5.22,7.75,20.73,38.1,60.23,155.97,257.01,558.61,947.93,1454.77,2322.39,2824.78,2910.25,4284.52,7129.63,10001.13,18488.34,11476.45,7011.89,4280.69,2731.19,.,.
FRATNP,2009,1,short,3,8,14237.98,4.49,3.32,1.04,1.11,8.73,16.81,18.53,35.81,58.51,117.9,184.93,315.45,477.57,675.74,758.1,1308.96,2264.37,3113.76,4872.84,3143.07,1729.77,1161.2,568.57,.,.
FRATNP,2009,1,short,3,9,5958.91,1.12,0,0,4.43,2.18,4.48,11.58,18.49,26.39,44.64,80.84,140.92,282.25,389.77,436.96,614.62,903.65,1186.9,1809.69,1212.63,597.06,377.23,219.83,.,.
FRATNP,2009,1,short,3,10,7250.45,13.48,6.63,4.17,2.21,1.09,8.97,10.42,19.64,22.95,41.21,73.09,119.24,192.1,220.31,252.7,453.1,856.48,1387.17,3565.49,1893.28,1672.22,964.39,707.83,.,.
FRATNP,2009,1,short,3,11,11635.48,7.86,4.42,1.04,2.21,4.36,12.33,19.69,21.95,35.57,62.96,93.02,203.8,362.74,559.24,671.76,1156.87,1944.63,2544.55,3926.47,2515.52,1410.95,920.65,490.3,.,.
FRATNP,2009,1,short,3,12,13454.24,10.11,5.53,2.09,3.32,6.55,12.33,24.32,50.83,169.81,393.78,629,1060.18,1376.91,1416.1,1063.44,1281.69,1625.94,1758.21,2564.12,1670.29,893.83,577.32,316.51,.,.
FRATNP,2009,1,short,3,13,2026.71,0,0,2.09,2.21,1.09,2.24,3.47,1.16,6.88,9.16,7.75,28.18,61.17,85.79,80.02,144.74,305.06,451.15,834.54,523.49,311.04,191.35,119.7,.,.
FRATNP,2009,1,short,3,14,4931.93,0,2.21,1.04,0,0,0,1.16,8.09,11.47,12.59,28.79,46.61,89.08,165.23,192.68,326.19,670.93,1065.68,2310.18,1410.13,900.04,546.7,353.34,.,.
FRATNP,2009,1,short,3,15,1886.63,1390.2,37.6,11.48,16.6,17.45,21.29,13.9,20.8,17.21,27.47,39.87,37.94,67.61,50.84,24.22,28.32,14.68,18.97,30.19,20.18,10.01,6.56,3.45,.,.
FRATNP,2009,1,short,3,16,24887.49,38.18,108.37,68.87,99.58,681.82,1134.1,1166.33,1070.98,1542.03,1693.01,1790.65,1758.3,1747.16,1401.27,1085.55,1360.35,1823.03,2359.03,3958.87,2449.68,1509.19,913,596.19,.,.
FRATNP,2010,1,short,3,0,275415,1558,278,197,214,875,1429,1611,1894,3062,4604,7474,11965,17232,22170,19766,25771,37075,45822,72418,45589,26829,17796,9033,.,.
FRATNP,2010,1,short,3,1,5752.96,18.38,14.81,6.6,4.14,14.51,11.42,16.37,31.37,69.06,141.27,210.47,269.5,313.59,344.11,334.32,448.54,747.62,1005.93,1750.95,1070.65,680.3,471.58,208.72,.,.
FRATNP,2010,1,short,3,2,99640.04,15.14,36.46,70.44,52.72,109.37,132.51,169.52,270.74,519.7,1067.63,2486.48,5353.49,8798.93,11716.94,10496.44,12478.75,15176.36,14885.88,15802.56,11173.62,4628.94,3398.64,1230.3,.,.
FRATNP,2010,1,short,3,3,1051.89,5.41,6.84,7.7,5.17,8.93,6.85,4.68,5.81,16.39,15.05,24.63,25.4,40.29,63.25,64.74,81.46,132,154.19,383.12,211.55,171.57,101.99,69.57,.,.
FRATNP,2010,1,short,3,4,8956.12,44.33,9.11,7.7,15.51,12.28,6.85,21.04,24.4,55.01,85.69,152.26,268.39,413.76,617.47,576.3,830.44,1297.78,1614.17,2903.62,1728.93,1174.69,767.68,407.01,.,.
FRATNP,2010,1,short,3,5,8491.53,0,0,0,0,5.58,23.99,87.68,99.93,175.57,283.7,441.1,558.87,592.33,567.09,379.95,474.99,755.02,1188.83,2856.91,1641.95,1214.96,773.17,441.79,.,.
FRATNP,2010,1,short,3,6,13585.56,64.87,35.32,25.31,18.61,42.41,54.83,64.3,66.23,106.51,195.69,228.38,328.04,410.49,547.79,560.38,990.18,1945.09,3030.56,4870.56,3271.01,1599.56,1143.85,455.71,.,.
FRATNP,2010,1,short,3,7,51625.99,17.3,5.7,4.4,7.24,21.21,35.41,59.62,110.39,276.24,499.08,904.58,1440.26,2139.57,2976.94,2753.06,4050.62,6900.74,10008.28,19415.36,11630.01,7785.35,4914.27,2871.08,.,.
FRATNP,2010,1,short,3,8,14352.28,3.24,1.14,1.1,5.17,3.35,17.13,21.04,39.51,69.06,122.74,208.23,320.3,471.47,692.51,752.47,1188,2163.68,3068.84,5203.29,3306.45,1896.84,1318.22,578.62,.,.
FRATNP,2010,1,short,3,9,5875.81,1.08,0,0,0,4.46,9.14,9.35,11.62,19.9,63.69,86.2,168.99,297.25,398.78,436.2,542.69,823.65,1110.14,1892.65,1201.66,690.99,467.19,223.8,.,.
FRATNP,2010,1,short,3,10,6556.83,9.73,7.98,1.1,0,0,4.57,8.18,19.75,12.88,27.79,50.38,98.3,154.62,232.62,240.92,400.94,770.86,1329.19,3187.03,1695.64,1491.39,866.39,625,.,.
FRATNP,2010,1,short,3,11,11950.02,5.41,5.7,2.2,1.03,8.93,15.99,16.37,17.43,44.48,56.74,127.63,201.02,373.47,633.55,669.69,1168.96,1918.69,2615.85,4066.89,2599.84,1467.05,967.28,499.77,.,.
FRATNP,2010,1,short,3,12,13681.89,14.06,9.11,2.2,2.07,6.7,10.28,18.71,49.96,159.19,355.49,645.97,1013.93,1343.63,1600.49,1100.59,1260.99,1604.01,1809.83,2674.68,1685.98,988.71,674.46,314.24,.,.
FRATNP,2010,1,short,3,13,1966.69,0,0,1.1,0,2.23,1.14,1.17,2.32,4.68,10.42,21.27,29.82,35.93,98.62,77.48,159.74,280.89,430.66,809.21,456.39,352.81,217.14,135.67,.,.
FRATNP,2010,1,short,3,14,5105.24,2.16,1.14,0,0,0,1.14,5.85,6.97,9.36,11.58,21.27,44.18,116.51,150.08,218.63,337.46,636.75,1148.42,2393.74,1371.33,1022.4,632.79,389.61,.,.
FRATNP,2010,1,short,3,15,1832.1,1323.38,42.16,13.21,9.3,13.39,18.28,18.71,22.08,38.63,20.84,50.38,43.08,51.18,66.46,23.35,21.16,24.29,17.01,15.23,8.59,6.64,5.48,1.16,.,.
FRATNP,2010,1,short,3,16,24990.06,33.52,102.54,53.93,93.04,621.65,1079.46,1088.42,1115.48,1485.35,1646.6,1814.76,1801.43,1678.99,1463.28,1081.48,1336.1,1897.57,2404.24,4192.2,2535.41,1656.79,1075.85,580.94,.,.
FRATNP,2011,1,short,3,0,272470,1437,275,188,218,784,1428,1618,1802,2859,4495,7218,11675,16791,22297,20449,24669,35352,44799,74116,44421,29695,21578,8117,.,.
FRATNP,2011,1,short,3,1,6025.47,29.57,11.6,3.26,5.48,10.02,14.76,21.17,33.96,53.01,113.9,218.76,255.02,300.29,392.85,356.06,457.27,743.72,1141.58,1863.21,1111.43,751.77,549.8,201.97,.,.
FRATNP,2011,1,short,3,2,99172.35,13.14,60.34,67.38,36.15,77.95,141.89,179.91,263.45,492.4,1056.16,2542.4,5166.42,8515.72,11722.25,10854.54,12033.55,14602.07,14828.87,16517.76,11134.67,5383.1,4246.28,1136.82,.,.
FRATNP,2011,1,short,3,3,1041.55,4.38,8.12,3.26,1.1,5.57,3.41,11.76,10.54,14.14,14.96,20.4,30.78,38.08,65.3,76.76,61.68,109.12,168.38,393.84,212.87,180.97,133.65,47.32,.,.
FRATNP,2011,1,short,3,4,9026.33,26.29,22.05,15.21,7.67,18.93,19.3,27.05,33.96,43.59,96.64,153.02,258.32,438.46,652.96,620.44,781.61,1249.06,1716.6,2845.18,1678.38,1166.79,817.09,349.7,.,.
FRATNP,2011,1,short,3,5,8679.33,0,0,0,0,2.23,12.49,27.05,60.89,150.78,283.02,369.51,485.86,608.19,557.69,364.59,420.05,752.19,1325.84,3258.95,1750.05,1508.89,1050.7,458.19,.,.
FRATNP,2011,1,short,3,6,13951.38,59.14,23.21,16.3,33.96,46.77,60.16,55.27,73.77,108.38,142.66,217.63,305.59,387.33,574.82,600.19,1042.14,1961,2951.37,5291.71,3380.3,1911.4,1482.07,429.34,.,.
FRATNP,2011,1,short,3,7,49879.19,18.62,11.6,8.69,4.38,17.82,34.05,67.02,105.38,250.91,514.27,821.77,1386.14,2087.86,2946.89,2842.09,3798.5,6303.59,9396.31,19263.28,10812.68,8450.6,5956.52,2494.08,.,.
FRATNP,2011,1,short,3,8,14402.28,1.1,2.32,1.09,4.38,10.02,6.81,12.93,26.93,68.32,100.09,211.96,308.89,456.96,709.69,769.69,1158.05,2115.67,3072.09,5365.27,3247.66,2117.62,1580.95,536.67,.,.
FRATNP,2011,1,short,3,9,5271.86,1.1,0,0,0,2.23,2.27,7.06,14.05,17.67,41.42,77.08,148.4,264.38,409.97,411.5,513.63,752.19,942.49,1666.43,1002.32,664.11,493.3,170.81,.,.
FRATNP,2011,1,short,3,10,6390.75,8.76,9.28,1.09,3.29,3.34,5.68,14.11,17.56,29.45,33.36,68.01,100.03,142.53,223.72,236.66,369,651.55,1222.06,3251.27,1605.64,1645.63,1060.48,585.14,.,.
FRATNP,2011,1,short,3,11,12882.19,0,2.32,0,4.38,7.8,20.43,15.29,26.93,45.94,60.98,94.08,227.54,417.79,701.13,766.49,1193.15,2017.15,2708.87,4571.94,2721.36,1850.58,1272.36,578.22,.,.
FRATNP,2011,1,short,3,12,13147.59,6.57,0,0,3.29,3.34,14.76,25.87,53.86,121.33,319.84,606.41,1020.09,1275.13,1534.99,1101.23,1141.04,1500.15,1706.01,2713.67,1625.97,1087.71,826.87,260.83,.,.
FRATNP,2011,1,short,3,13,1783.7,0,0,1.09,0,2.23,1.14,2.35,3.51,5.89,2.3,22.67,27.48,54.4,78.14,85.28,126.55,271.21,367.47,731.99,430.03,301.97,210.79,91.18,.,.
FRATNP,2011,1,short,3,14,4352.87,1.1,3.48,0,0,0,3.41,3.53,3.51,1.18,17.26,23.8,45.07,52.22,129.52,149.25,274.36,532.89,953.08,2159.22,1218.41,940.81,664.97,275.84,.,.
FRATNP,2011,1,short,3,15,1716.81,1232.18,32.49,11.95,16.43,14.48,18.16,14.11,18.73,38.87,24.16,29.47,41.77,51.14,68.51,31.98,19.14,15.89,20.12,17.22,14.98,2.24,1.09,1.15,.,.
FRATNP,2011,1,short,3,16,24746.33,35.05,88.19,58.68,97.5,561.27,1069.3,1133.54,1054.97,1417.13,1673.98,1741.03,1867.6,1700.53,1528.57,1182.25,1279.28,1774.54,2277.86,4205.06,2474.25,1730.81,1231.07,499.74,.,.
FRATNP,2012,1,short,3,0,281467.99,1479,309,162,199,729,1301,1468,1753,2489,4355,7067,11249,16710,22684,22651,24317,34915,46166,81464.99,46643,34821.99,26749,8072.99,.,.
FRATNP,2012,1,short,3,1,6070.66,19.53,26.82,2.28,4.57,4.63,7.08,15.44,33.57,56.4,91.35,214.97,270.99,294.13,386.6,402.53,453.69,756.04,1044.29,1985.74,1116.29,869.45,681.74,187.72,.,.
FRATNP,2012,1,short,3,2,101108.39,11.94,44.31,58.18,43.46,77.53,114.52,163.9,280.58,448.84,1008.38,2379.94,4949.29,8398.84,12039.31,11871.78,11977.99,14337.91,15101.45,17800.25,11653.46,6146.79,5073.79,1073,.,.
FRATNP,2012,1,short,3,3,980.71,4.34,17.49,5.7,4.57,3.47,8.26,5.94,7.19,4.8,15.42,11.75,27.21,34.41,57.88,56.42,59.27,107.24,157.93,391.4,194.51,196.89,144.74,52.14,.,.
FRATNP,2012,1,short,3,4,9515.39,42.32,27.98,7.99,10.29,15.04,21.25,24.94,33.57,57.6,103.21,132.74,255.12,485.04,641.06,735.61,741.42,1230.04,1749.09,3201.07,1705.23,1495.85,1096.08,399.77,.,.
FRATNP,2012,1,short,3,5,9769.38,0,0,0,0,3.47,16.53,47.51,67.15,126.01,279.97,391.18,510.24,580.49,558.06,426.39,441.83,787.14,1550.33,3983.09,2068.32,1914.77,1464.02,450.75,.,.
FRATNP,2012,1,short,3,6,14963.07,39.06,32.65,14.83,18.3,38.19,44.86,65.32,83.93,105.61,161.34,243.16,302.74,438.42,629.05,686.79,981.73,1991.44,3225.28,5860.36,3501.22,2359.14,1928.08,431.05,.,.
FRATNP,2012,1,short,3,7,51567.24,7.6,9.33,3.42,5.72,15.04,37.78,61.76,99.52,228.02,474.53,818.77,1374.24,2060.03,2925.73,3085.67,3686.61,6285.3,9632.87,20755.31,11233.09,9522.22,7190.82,2331.4,.,.
FRATNP,2012,1,short,3,8,14555.18,2.17,4.66,1.14,2.29,6.94,7.08,16.63,23.98,50.4,107.96,197.35,289.13,423.99,719.69,905.95,1076.56,2004.3,3005.03,5709.89,3268.89,2441,1912.62,528.39,.,.
FRATNP,2012,1,short,3,9,5269.62,1.09,1.17,0,1.14,2.31,5.9,2.38,6,19.2,53.38,79.88,121.32,224.21,376.77,432.9,469.85,704.56,968.01,1799.54,1024.43,775.1,596.66,178.45,.,.
FRATNP,2012,1,short,3,10,7433.41,3.26,2.33,1.14,1.14,3.47,3.54,10.69,13.19,21.6,37.96,45.81,77.1,134.3,220.6,236.52,354.54,758.18,1395.62,4112.4,1957.01,2155.39,1448.55,706.84,.,.
FRATNP,2012,1,short,3,11,13544.51,0,5.83,1.14,2.29,8.1,4.72,7.13,7.19,19.2,54.57,119.82,199.56,399.57,716.42,869.06,1176.79,2027.9,2797.68,5127.54,2968.48,2159.06,1610.97,548.09,.,.
FRATNP,2012,1,short,3,12,13447.08,0,4.66,2.28,3.43,2.31,5.9,11.88,50.36,117.61,310.82,549.76,951.31,1341.91,1604.29,1258.57,1194.03,1426.28,1724.38,2887.3,1691.18,1196.13,921.5,274.62,.,.
FRATNP,2012,1,short,3,13,2118.77,0,1.17,1.14,0,2.31,2.36,2.38,4.8,8.4,16.61,22.32,41.95,74.37,96.1,131.28,177.81,261.66,419.01,855.1,453.86,401.24,302.75,98.49,.,.
FRATNP,2012,1,short,3,14,4583.13,1.09,0,0,0,0,2.36,4.75,6,8.4,20.17,35.24,24.94,83.24,140.88,166,255.4,515.82,973.39,2345.45,1213.54,1131.9,836.42,295.48,.,.
FRATNP,2012,1,short,3,15,1815.52,1297.79,37.31,12.55,12.58,17.36,16.53,16.63,16.79,16.8,29.66,35.24,45.35,59.94,75.35,43.4,24.79,18.23,13.97,25.26,14.05,11.21,7.73,3.48,.,.
FRATNP,2012,1,short,3,16,24725.92,48.83,93.28,50.2,89.21,528.81,1002.31,1010.73,1019.19,1200.1,1589.68,1789.07,1808.5,1677.1,1496.18,1342.11,1244.68,1702.96,2407.68,4625.3,2579.45,2045.85,1532.52,513.32,.,.
FRATNP,2013,1,short,3,0,281426.97,1512,293,196,197,638,1228,1393,1747,2418,4257,6879,10793,16118,22274,24424,24219,33742,45574,83524.97,46408,37116.97,29719,7397.97,.,.
FRATNP,2013,1,short,3,1,5640.81,18.36,19.29,4.61,4.8,8.15,10.82,14.92,22.77,40.88,95.79,206.09,242.27,248.11,364.07,348.57,409.88,642.99,985.42,1953.01,1102.19,850.82,710.65,140.18,.,.
FRATNP,2013,1,short,3,2,101785.42,8.03,56.67,61.11,45.65,64.03,108.25,167.91,259.33,450.9,1007.57,2268.13,4702.99,8249.59,11810.2,13049.22,11869.13,13957.97,15262.03,18386.71,11812.15,6574.56,5580.46,994.11,.,.
FRATNP,2013,1,short,3,3,997.91,5.74,13.26,3.46,0,1.16,6.01,7.46,3.8,4.95,6.06,17.77,26.41,31.58,43.29,65.08,61.05,128.16,166.41,406.26,197.02,209.24,164.85,44.39,.,.
FRATNP,2013,1,short,3,4,9519.48,33.27,15.67,9.22,12.01,6.99,16.84,24.87,22.77,56.98,75.17,172.92,265.23,395.85,622.7,715.89,806.68,1176.29,1725.03,3365.09,1786.27,1578.82,1233.05,345.78,.,.
FRATNP,2013,1,short,3,5,10065.55,0,0,1.15,0,1.16,16.84,41.04,65.78,123.87,236.43,405.07,509.8,536.82,598.28,461.08,472.02,818.95,1547.74,4229.52,2141.99,2087.53,1652.97,434.56,.,.
FRATNP,2013,1,short,3,6,14873.78,50.48,30.14,23.06,19.22,34.93,50.52,53.48,78.43,92.9,172.17,201.35,320.35,398.1,584.96,726.92,1009.44,1973.51,3117.23,5936.59,3618.51,2318.08,2003.84,314.24,.,.
FRATNP,2013,1,short,3,7,51389.19,10.32,8.44,5.76,3.6,20.96,24.05,62.19,101.2,221.73,478.93,812.5,1304.35,2004.04,2831.56,3347.79,3675.85,5945.53,9296.22,21234.16,10974.84,10259.32,8040.98,2218.34,.,.
FRATNP,2013,1,short,3,8,14427.07,1.15,4.82,2.31,6.01,5.82,4.81,17.41,31.63,49.55,94.57,189.5,300.83,445.47,683.75,946.43,1101.01,1943.1,2980.19,5618.72,3132.54,2486.18,2053.96,432.22,.,.
